speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female
Kannon K. Shanmugam,2005,0,0,0,0,0,0,0
D. Todd Doss,2005,0,0,0,0,0,0,0
Thomas G. Hungar,2006,0,0,0,0,0,0,0
Thomas G. Hungar,2006,0,0,0,0,0,0,0
James W. Dabney,2006,0,0,0,0,0,0,0
James W. Dabney,2006,0,0,0,0,0,0,0
Thomas C. Goldstein,2006,0,0,0,0,0,0,0
Thomas C. Goldstein,2006,0,0,0,0,0,0,0
Kevin K. Russell,2006,0,0,0,0,0,0,0
Glen D. Nager,2006,0,0,0,0,0,0,0
Irving L. Gornstein,2006,0,0,0,0,0,0,0
James R. Milkey,2006,0,0,0,0,0,0,0
Gregory G. Garre,2006,0,0,0,0,0,0,0
Thomas O. Barnett,2006,0,0,0,0,0,0,0
Michael K. Kellogg,2006,0,0,0,0,0,0,0
J. Douglas Richards,2006,0,0,0,0,0,0,0
Carla E. Eldred,2006,0,0,0,0,0,0,0
Edward L. Marshall,2006,0,0,0,0,0,0,0
Robert C. Owen,2006,0,0,0,0,0,0,0
Jordan Steiker,2006,0,0,0,0,0,0,0
R. Ted Cruz,2006,0,0,0,0,0,0,0
Gene C. Schaerr,2006,0,0,0,0,0,0,0
Christopher Lovell,2006,0,0,0,0,0,0,0
Benna Ruth Solomon,2006,0,0,0,0,0,0,0
Kenneth N. Flaxman,2006,0,0,0,0,0,0,0
Robert S. Peck,2006,0,0,0,0,0,0,0
Andrew L. Frey,2006,0,0,0,0,0,0,0
Maureen E. Mahoney,2006,0,0,0,0,0,0,0
Maria T. Vullo,2006,0,0,0,0,0,0,0
Malcolm L. Stewart,2006,0,0,0,0,0,0,0
David C. Frederick,2006,0,0,0,0,0,0,0
Irving L. Gornstein,2006,0,0,0,0,0,0,0
Theodore B. Olson,2006,0,0,0,0,0,0,0
E. John Blanchard,2006,0,0,0,0,0,0,0
Sri Srinivasan,2006,0,0,0,0,0,0,0
"Robert A. Long, Jr.",2006,0,0,0,0,0,0,0
Michael J. Cahill,2006,0,0,0,0,0,0,0
Evan Mark Tager,2006,0,0,0,0,0,0,0
Caitlin J. Halligan,2006,0,0,0,0,0,0,0
Paul D. Clement,2006,0,0,0,0,0,0,0
Eve C. Gartner,2006,0,0,0,0,0,0,0
"G. Eric Brunstad, Jr.",2006,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2006,0,0,0,0,0,0,0
M. Miller Baker,2006,0,0,0,0,0,0,0
Matthew D. Roberts,2006,0,0,0,0,0,0,0
Julia P. Clark,2006,0,0,0,0,0,0,0
Leigh Marc Manasevit,2006,0,0,0,0,0,0,0
Ronald J. VanAmberg,2006,0,0,0,0,0,0,0
Sri Srinivasan,2006,0,0,0,0,0,0,0
Francis S. Ainsa Jr,2006,0,0,0,0,0,0,0
Deanne E. Maynard,2006,0,0,0,0,0,0,0
Kent E. Cattani,2006,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2006,0,0,0,0,0,0,0
Paul D. Clement,2006,0,0,0,0,0,0,0
Robert M. McKenna,2006,0,0,0,0,0,0,0
John M. West,2006,0,0,0,0,0,0,0
Christopher J. Meade,2006,0,0,0,0,0,0,0
Dan Himmelfarb,2006,0,0,0,0,0,0,0
Philip W. Savrin,2006,0,0,0,0,0,0,0
Gregory G. Garre,2006,0,0,0,0,0,0,0
Craig T. Jones,2006,0,0,0,0,0,0,0
Paul D. Clement,2006,0,0,0,0,0,0,0
Paul D. Clement,2006,0,0,0,0,0,0,0
Priscilla J. Smith,2006,0,0,0,0,0,0,0
Andrew J. Pincus,2006,0,0,0,0,0,0,0
Kannon K. Shanmugam,2006,0,0,0,0,0,0,0
Michael E. Haglund,2006,0,0,0,0,0,0,0
Eric S. Multhaup,2006,0,0,0,0,0,0,0
Mark A. Johnson,2006,0,0,0,0,0,0,0
Timothy Crooks,2006,0,0,0,0,0,0,0
Edwin S. Kneedler,2006,0,0,0,0,0,0,0
"Robert A. Long, Jr.",2006,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2006,0,0,0,0,0,0,0
Eric Grant,2006,0,0,0,0,0,0,0
George J. Chanos,2006,0,0,0,0,0,0,0
Franny A. Forsman,2006,0,0,0,0,0,0,0
Irving L. Gornstein,2006,0,0,0,0,0,0,0
John G. Kester,2006,0,0,0,0,0,0,0
Maureen E. Mahoney,2006,0,0,0,0,0,0,0
Deanne E. Maynard,2006,0,0,0,0,0,0,0
Peter Gold,2006,0,0,0,0,0,0,0
Jeffrey M.K. Laurence,2006,0,0,0,0,0,0,0
Daryl Joseffer,2006,0,0,0,0,0,0,0
Jeffrey A. Lamken,2006,0,0,0,0,0,0,0
"Roy T. Englert, Jr.",2006,0,0,0,0,0,0,0
James A. Feldman,2006,0,0,0,0,0,0,0
Jeffrey L. Fisher,2006,0,0,0,0,0,0,0
Linda M. Olivieri,2006,0,0,0,0,0,0,0
Jean-Claude Andre,2006,0,0,0,0,0,0,0
Carter G. Phillips,2006,0,0,0,0,0,0,0
Mary L. Perry,2006,0,0,0,0,0,0,0
David W. Fermino,2006,0,0,0,0,0,0,0
David Wayne Fermino,2006,0,0,0,0,0,0,0
Gregory A. Ott,2006,0,0,0,0,0,0,0
Carter G. Phillips,2006,0,0,0,0,0,0,0
Thomas G. Hungar,2006,0,0,0,0,0,0,0
Sean H. Donahue,2006,0,0,0,0,0,0,0
David C. Frederick,2006,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2006,0,0,0,0,0,0,0
Leonard B. Simon,2006,0,0,0,0,0,0,0
Mary Catherine Bonner,2006,0,0,0,0,0,0,0
Christopher M. Kise,2006,0,0,0,0,0,0,0
Paul D. Clement,2006,0,0,0,0,0,0,0
Harry J.F. Korrell,2006,0,0,0,0,0,0,0
Michael F. Madden,2006,0,0,0,0,0,0,0
Paul D. Clement,2006,0,0,0,0,0,0,0
"Francis J. Mellen, Jr.",2006,0,0,0,0,0,0,0
Teddy B. Gordon,2006,0,0,0,0,0,0,0
William B. Collins,2006,0,0,0,0,0,0,0
Matthew D. Roberts,2006,0,0,0,0,0,0,0
Jeffrey L. Fisher,2006,0,0,0,0,0,0,0
Craig L. Crawford,2006,0,0,0,0,0,0,0
Jonathan L. Marcus,2006,0,0,0,0,0,0,0
Jean-Claude Andre,2006,0,0,0,0,0,0,0
David B. Salmons,2006,0,0,0,0,0,0,0
Pierre H. Bergeron,2006,0,0,0,0,0,0,0
David G. Baker,2006,0,0,0,0,0,0,0
"G. Eric Brunstad, Jr.",2006,0,0,0,0,0,0,0
Lisa S. Blatt,2006,0,0,0,0,0,0,0
Atmore Baggot,2006,0,0,0,0,0,0,0
Michael R. Dreeben,2006,0,0,0,0,0,0,0
Gregory A. Castanias,2006,0,0,0,0,0,0,0
Gregory A. Castanias,2006,0,0,0,0,0,0,0
Gregory Andrew Castanias,2006,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2006,0,0,0,0,0,0,0
Ann-Michele G. Higgins,2006,0,0,0,0,0,0,0
Beth S. Brinkmann,2006,0,0,0,0,0,0,0
Seth P. Waxman,2006,0,0,0,0,0,0,0
John J.P. Howley,2006,0,0,0,0,0,0,0
Sri Srinivasan,2006,0,0,0,0,0,0,0
Michael A. Cardozo,2006,0,0,0,0,0,0,0
Andrea K. Spillars,2006,0,0,0,0,0,0,0
John H. Blume,2006,0,0,0,0,0,0,0
Thomas E. Redding,2006,0,0,0,0,0,0,0
Suzanne Lee Elliott,2006,0,0,0,0,0,0,0
Theodore B. Olson,2006,0,0,0,0,0,0,0
Thomas G. Hungar,2006,0,0,0,0,0,0,0
Robert W. Coykendall,2006,0,0,0,0,0,0,0
Barbara D. Underwood,2006,0,0,0,0,0,0,0
Carter G. Phillips,2006,0,0,0,0,0,0,0
Kannon K. Shanmugam,2006,0,0,0,0,0,0,0
Arthur R. Miller,2006,0,0,0,0,0,0,0
Victor S. Haltom,2006,0,0,0,0,0,0,0
Paul Mancino Jr.,2006,0,0,0,0,0,0,0
William P. Marshall,2006,0,0,0,0,0,0,0
Seth M. Galanter,2006,0,0,0,0,0,0,0
Michael R. Dreeben,2006,0,0,0,0,0,0,0
Michael Dwyer,2006,0,0,0,0,0,0,0
Thomas G. Hungar,2006,0,0,0,0,0,0,0
Owen T. Armstrong Jr.,2006,0,0,0,0,0,0,0
Jay D. Geck,2006,0,0,0,0,0,0,0
Thomas N. Cochran,2006,0,0,0,0,0,0,0
Michael R. Dreeben,2006,0,0,0,0,0,0,0
Harold C. Becker,2006,0,0,0,0,0,0,0
Thomas E. Caballero,2006,0,0,0,0,0,0,0
Jean M. Manning,2006,0,0,0,0,0,0,0
Richard A. Salzman,2006,0,0,0,0,0,0,0
Gregory W. Wiercioch,2006,0,0,0,0,0,0,0
R. Ted Cruz,2006,0,0,0,0,0,0,0
Elizabeth M. Campbell,2006,0,0,0,0,0,0,0
Clifford E. Zall,2006,0,0,0,0,0,0,0
Michael K. Kellogg,2006,0,0,0,0,0,0,0
Scott A. Shorr,2006,0,0,0,0,0,0,0
Maureen E. Mahoney,2006,0,0,0,0,0,0,0
Steve Bullock,2006,0,0,0,0,0,0,0
Peter Kenneth Michael,2006,0,0,0,0,0,0,0
William M. Jay,2006,0,0,0,0,0,0,0
Todd G. Vare,2007,0,0,0,0,0,0,0
Matthew D. Roberts,2007,0,0,0,0,0,0,0
Terry M. Boudreaux,2007,0,0,0,0,0,0,0
Stephen B. Bright,2007,0,0,0,0,0,0,0
Robert D. Klausner,2007,0,0,0,0,0,0,0
Malcolm L. Stewart,2007,0,0,0,0,0,0,0
Michael R. Dreeben,2007,0,0,0,0,0,0,0
Thomas C. Goldstein,2007,0,0,0,0,0,0,0
Nicole A. Saharsky,2007,0,0,0,0,0,0,0
Jeffrey L. Fisher,2007,0,0,0,0,0,0,0
Margaret A. Katze,2007,0,0,0,0,0,0,0
Leondra R. Kruger,2007,0,0,0,0,0,0,0
Lisa S. Blatt,2007,0,0,0,0,0,0,0
Brent E. Newton,2007,0,0,0,0,0,0,0
Malcolm L. Stewart,2007,0,0,0,0,0,0,0
Jeffrey K. Haynes,2007,0,0,0,0,0,0,0
Edwin S. Kneedler,2007,0,0,0,0,0,0,0
Christopher J. Meade,2007,0,0,0,0,0,0,0
Paul D. Clement,2007,0,0,0,0,0,0,0
Seth P. Waxman,2007,0,0,0,0,0,0,0
Edwin S. Kneedler,2007,0,0,0,0,0,0,0
Charles A. Rothfeld,2007,0,0,0,0,0,0,0
Robert A. Swift,2007,0,0,0,0,0,0,0
Dennis E. Egan,2007,0,0,0,0,0,0,0
"Paul W. Cane, Jr.",2007,0,0,0,0,0,0,0
Gregory G. Garre,2007,0,0,0,0,0,0,0
Andrew J. Pincus,2007,0,0,0,0,0,0,0
Malcolm L. Stewart,2007,0,0,0,0,0,0,0
"Drew S. Days, III",2007,0,0,0,0,0,0,0
Eric D. Miller,2007,0,0,0,0,0,0,0
Peter J. Rubin,2007,0,0,0,0,0,0,0
Warren R. Calvert,2007,0,0,0,0,0,0,0
Carter G. Phillips,2007,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2007,0,0,0,0,0,0,0
Gregory G. Garre,2007,0,0,0,0,0,0,0
David L. Rose,2007,0,0,0,0,0,0,0
Toby J. Heytens,2007,0,0,0,0,0,0,0
Connie L. Lensing,2007,0,0,0,0,0,0,0
Beth S. Brinkmann,2007,0,0,0,0,0,0,0
Brian F. Barov,2007,0,0,0,0,0,0,0
Paul D. Clement,2007,0,0,0,0,0,0,0
Cynthia H. Hyndman,2007,0,0,0,0,0,0,0
Michael W. Hawkins,2007,0,0,0,0,0,0,0
Jerry V. Beard,2007,0,0,0,0,0,0,0
Lisa H. Schertler,2007,0,0,0,0,0,0,0
Edwin S. Kneedler,2007,0,0,0,0,0,0,0
"Walter E. Dellinger, III",2007,0,0,0,0,0,0,0
Christopher J. Wright,2007,0,0,0,0,0,0,0
"G. Eric Brunstad, Jr.",2007,0,0,0,0,0,0,0
Joseph D. Schleimer,2007,0,0,0,0,0,0,0
Allison M. Zieve,2007,0,0,0,0,0,0,0
Carter G. Phillips,2007,0,0,0,0,0,0,0
Daryl Joseffer,2007,0,0,0,0,0,0,0
John D. Cline,2007,0,0,0,0,0,0,0
Deanne E. Maynard,2007,0,0,0,0,0,0,0
Charles A. Rothfeld,2007,0,0,0,0,0,0,0
Kannon K. Shanmugam,2007,0,0,0,0,0,0,0
Joseph Margulies,2007,0,0,0,0,0,0,0
Gregory G. Garre,2007,0,0,0,0,0,0,0
Anthony A. Yang,2007,0,0,0,0,0,0,0
Brian Wolfman,2007,0,0,0,0,0,0,0
Allison M. Zieve,2007,0,0,0,0,0,0,0
Edwin S. Kneedler,2007,0,0,0,0,0,0,0
Theodore B. Olson,2007,0,0,0,0,0,0,0
Stephen M. Shapiro,2007,0,0,0,0,0,0,0
Thomas G. Hungar,2007,0,0,0,0,0,0,0
Stanley M. Grossman,2007,0,0,0,0,0,0,0
Beth S. Brinkmann,2007,0,0,0,0,0,0,0
Paul Stern,2007,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2007,0,0,0,0,0,0,0
Karl J. Koch,2007,0,0,0,0,0,0,0
Deanne E. Maynard,2007,0,0,0,0,0,0,0
Michael S. Nachmanoff,2007,0,0,0,0,0,0,0
Michael R. Dreeben,2007,0,0,0,0,0,0,0
Leonard J. Koerner,2007,0,0,0,0,0,0,0
Paul G. Gardephe,2007,0,0,0,0,0,0,0
Gregory G. Garre,2007,0,0,0,0,0,0,0
"G. Eric Brunstad, Jr.",2007,0,0,0,0,0,0,0
C. Christopher Trower,2007,0,0,0,0,0,0,0
Richard A. Coad,2007,0,0,0,0,0,0,0
Daryl Joseffer,2007,0,0,0,0,0,0,0
Paul D. Clement,2007,0,0,0,0,0,0,0
Richard J. Diaz,2007,0,0,0,0,0,0,0
Robert M. McKenna,2007,0,0,0,0,0,0,0
"John J. White, Jr.",2007,0,0,0,0,0,0,0
"Arthur J. Madden, III",2007,0,0,0,0,0,0,0
Matthew D. Roberts,2007,0,0,0,0,0,0,0
Peter B. Rutledge,2007,0,0,0,0,0,0,0
Andrew J. Rossman,2007,0,0,0,0,0,0,0
"Frederick A.O. Schwarz, Jr.",2007,0,0,0,0,0,0,0
Theodore B. Olson,2007,0,0,0,0,0,0,0
Michael R. Dreeben,2007,0,0,0,0,0,0,0
Jeffrey T. Green,2007,0,0,0,0,0,0,0
Benjamin J. Butler,2007,0,0,0,0,0,0,0
Patrick C. Diamond,2007,0,0,0,0,0,0,0
Matthew D. Roberts,2007,0,0,0,0,0,0,0
Peter K. Stris,2007,0,0,0,0,0,0,0
Thomas P. Gies,2007,0,0,0,0,0,0,0
Kannon K. Shanmugam,2007,0,0,0,0,0,0,0
Jean-Claude Andre,2007,0,0,0,0,0,0,0
Amy L. Posner,2007,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2007,0,0,0,0,0,0,0
Nicole A. Saharsky,2007,0,0,0,0,0,0,0
Maureen E. Mahoney,2007,0,0,0,0,0,0,0
Carter G. Phillips,2007,0,0,0,0,0,0,0
Thomas G. Hungar,2007,0,0,0,0,0,0,0
Thomas G. Hungar,2007,0,0,0,0,0,0,0
Michael H. Gottesman,2007,0,0,0,0,0,0,0
Willis J. Goldsmith,2007,0,0,0,0,0,0,0
R. Ted Cruz,2007,0,0,0,0,0,0,0
Paul D. Clement,2007,0,0,0,0,0,0,0
Donald Francis Donovan,2007,0,0,0,0,0,0,0
Carter G. Phillips,2007,0,0,0,0,0,0,0
Beth S. Brinkmann,2007,0,0,0,0,0,0,0
Mark T. Stancil,2007,0,0,0,0,0,0,0
Thomas M. Fisher,2007,0,0,0,0,0,0,0
Michael R. Dreeben,2007,0,0,0,0,0,0,0
Paul D. Clement,2007,0,0,0,0,0,0,0
Paul M. Smith,2007,0,0,0,0,0,0,0
Thomas M. Fisher,2007,0,0,0,0,0,0,0
Theodore M. Becker,2007,0,0,0,0,0,0,0
Eric D. Miller,2007,0,0,0,0,0,0,0
David W. DeBruin,2007,0,0,0,0,0,0,0
Malcolm L. Stewart,2007,0,0,0,0,0,0,0
"James B. Helmer, Jr.",2007,0,0,0,0,0,0,0
Theodore B. Olson,2007,0,0,0,0,0,0,0
Jeffrey L. Fisher,2007,0,0,0,0,0,0,0
"Walter E. Dellinger, III",2007,0,0,0,0,0,0,0
"Walter E. Dellinger, III",2007,0,0,0,0,0,0,0
Paul D. Clement,2007,0,0,0,0,0,0,0
Alan Gura,2007,0,0,0,0,0,0,0
Patricia A. Millett,2007,0,0,0,0,0,0,0
William M. Jay,2007,0,0,0,0,0,0,0
"G. Eric Brunstad, Jr.",2007,0,0,0,0,0,0,0
Scott D. Makar,2007,0,0,0,0,0,0,0
Andrew D. Herman,2007,0,0,0,0,0,0,0
Paul D. Clement,2007,0,0,0,0,0,0,0
Deanne E. Maynard,2007,0,0,0,0,0,0,0
Amy Howe,2007,0,0,0,0,0,0,0
Jay T. Jorgensen,2007,0,0,0,0,0,0,0
R. Ted Cruz,2007,0,0,0,0,0,0,0
Juliet L. Clark,2007,0,0,0,0,0,0,0
Jeffrey L. Fisher,2007,0,0,0,0,0,0,0
Adina H. Rosenbaum,2007,0,0,0,0,0,0,0
Catherine E. Stetson,2007,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2007,0,0,0,0,0,0,0
Paul A. Banker,2007,0,0,0,0,0,0,0
David C. Frederick,2007,0,0,0,0,0,0,0
Curtis E. Gannon,2007,0,0,0,0,0,0,0
Gregory S. Coleman,2007,0,0,0,0,0,0,0
Danielle Spinelli,2007,0,0,0,0,0,0,0
Gen. Michael B. Mukasey,2007,0,0,0,0,0,0,0
"Thomas W. Hillier, II",2007,0,0,0,0,0,0,0
Neal Kumar Katyal,2007,0,0,0,0,0,0,0
Janet A. Metcalf,2007,0,0,0,0,0,0,0
Lisa S. Blatt,2007,0,0,0,0,0,0,0
"Roy T. Englert, Jr.",2007,0,0,0,0,0,0,0
"Roy T. Englert, Jr.",2007,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2007,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2007,0,0,0,0,0,0,0
Gregory G. Garre,2007,0,0,0,0,0,0,0
Carter G. Phillips,2007,0,0,0,0,0,0,0
"Roy T. Englert, Jr.",2007,0,0,0,0,0,0,0
Marilyn G. Burkhardt,2007,0,0,0,0,0,0,0
Donald E. De Nicola,2007,0,0,0,0,0,0,0
Pamela S. Karlan,2007,0,0,0,0,0,0,0
Kevin C. Newsom,2007,0,0,0,0,0,0,0
Kannon K. Shanmugam,2007,0,0,0,0,0,0,0
"H. Bartow Farr, III",2007,0,0,0,0,0,0,0
David C. Frederick,2007,0,0,0,0,0,0,0
Robert N. Hochman,2008,0,0,0,0,0,0,0
Matthew D. Roberts,2008,0,0,0,0,0,0,0
Seth P. Waxman,2008,0,0,0,0,0,0,0
Edwin S. Kneedler,2008,0,0,0,0,0,0,0
David C. Frederick,2008,0,0,0,0,0,0,0
Eric Schnapper,2008,0,0,0,0,0,0,0
Theodore S. Allison,2008,0,0,0,0,0,0,0
Lisa S. Blatt,2008,0,0,0,0,0,0,0
Francis H. Young,2008,0,0,0,0,0,0,0
Gregory G. Garre,2008,0,0,0,0,0,0,0
Alexander A. Reinert,2008,0,0,0,0,0,0,0
Jason E. Murtagh,2008,0,0,0,0,0,0,0
Barbara D. Underwood,2008,0,0,0,0,0,0,0
David L. McColgin,2008,0,0,0,0,0,0,0
Michael R. Dreeben,2008,0,0,0,0,0,0,0
Malcolm L. Stewart,2008,0,0,0,0,0,0,0
"H. Bartow Farr, III",2008,0,0,0,0,0,0,0
Caitlin J. Halligan,2008,0,0,0,0,0,0,0
Jonathan S. Franklin,2008,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2008,0,0,0,0,0,0,0
Thomas C. Goldstein,2008,0,0,0,0,0,0,0
Thomas C. Goldstein,2008,0,0,0,0,0,0,0
Jennifer L. Smith,2008,0,0,0,0,0,0,0
Joseph L. Parkhurst,2008,0,0,0,0,0,0,0
Toby J. Heytens,2008,0,0,0,0,0,0,0
Andrew J. Pincus,2008,0,0,0,0,0,0,0
Charles A. Rothfeld,2008,0,0,0,0,0,0,0
Kay H. Hodge,2008,0,0,0,0,0,0,0
Eric D. Miller,2008,0,0,0,0,0,0,0
Christopher J. Meade,2008,0,0,0,0,0,0,0
Mark R. Lippman,2008,0,0,0,0,0,0,0
Stephen M. Shapiro,2008,0,0,0,0,0,0,0
Robert S. Peck,2008,0,0,0,0,0,0,0
Richard P. Bress,2008,0,0,0,0,0,0,0
Katherine Burnett,2008,0,0,0,0,0,0,0
Gregory G. Garre,2008,0,0,0,0,0,0,0
Richard B. Kendall,2008,0,0,0,0,0,0,0
Marc Fernich,2008,0,0,0,0,0,0,0
Anthony A. Yang,2008,0,0,0,0,0,0,0
Steven E. Mercer,2008,0,0,0,0,0,0,0
Charles M. Sevilla,2008,0,0,0,0,0,0,0
Stephen R. McAllister,2008,0,0,0,0,0,0,0
Nicole A. Saharsky,2008,0,0,0,0,0,0,0
Matthew J. Edge,2008,0,0,0,0,0,0,0
Mark J. Bennett,2008,0,0,0,0,0,0,0
William M. Jay,2008,0,0,0,0,0,0,0
Kannon K. Shanmugam,2008,0,0,0,0,0,0,0
Edwin S. Kneedler,2008,0,0,0,0,0,0,0
Carter G. Phillips,2008,0,0,0,0,0,0,0
Gregory S. Coleman,2008,0,0,0,0,0,0,0
Edwin S. Kneedler,2008,0,0,0,0,0,0,0
Christopher J. Meade,2008,0,0,0,0,0,0,0
Glenn W. Rhodes,2008,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2008,0,0,0,0,0,0,0
Kathryn W. Landry,2008,0,0,0,0,0,0,0
Kathleen M. Sullivan,2008,0,0,0,0,0,0,0
Maureen E. Mahoney,2008,0,0,0,0,0,0,0
Malcolm L. Stewart,2008,0,0,0,0,0,0,0
Edwin S. Kneedler,2008,0,0,0,0,0,0,0
Matt G. Kenna,2008,0,0,0,0,0,0,0
Andrew J. Pincus,2008,0,0,0,0,0,0,0
Gregory G. Katsas,2008,0,0,0,0,0,0,0
Aaron M. Panner,2008,0,0,0,0,0,0,0
Deanne E. Maynard,2008,0,0,0,0,0,0,0
Maxwell M. Blecher,2008,0,0,0,0,0,0,0
Richard M. Brunell,2008,0,0,0,0,0,0,0
Pamela S. Karlan,2008,0,0,0,0,0,0,0
Michael R. Dreeben,2008,0,0,0,0,0,0,0
Theodore B. Olson,2008,0,0,0,0,0,0,0
Deanne E. Maynard,2008,0,0,0,0,0,0,0
Joseph T. Maziarz,2008,0,0,0,0,0,0,0
Anthony A. Yang,2008,0,0,0,0,0,0,0
Thomas F. Jacobs,2008,0,0,0,0,0,0,0
Carter G. Phillips,2008,0,0,0,0,0,0,0
Lisa S. Blatt,2008,0,0,0,0,0,0,0
Kevin K. Russell,2008,0,0,0,0,0,0,0
Jeremy Friedlander,2008,0,0,0,0,0,0,0
Pratik A. Shah,2008,0,0,0,0,0,0,0
J. Bradley O'Connell,2008,0,0,0,0,0,0,0
Theodore B. Olson,2008,0,0,0,0,0,0,0
David C. Frederick,2008,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2008,0,0,0,0,0,0,0
Paul Salvatore,2008,0,0,0,0,0,0,0
David C. Frederick,2008,0,0,0,0,0,0,0
Curtis E. Gannon,2008,0,0,0,0,0,0,0
Gregory G. Garre,2008,0,0,0,0,0,0,0
Carter G. Phillips,2008,0,0,0,0,0,0,0
Daryl Joseffer,2008,0,0,0,0,0,0,0
Maureen E. Mahoney,2008,0,0,0,0,0,0,0
Richard J. Lazarus,2008,0,0,0,0,0,0,0
Jeffrey L. Fisher,2008,0,0,0,0,0,0,0
Martha Coakley,2008,0,0,0,0,0,0,0
Lisa H. Schertler,2008,0,0,0,0,0,0,0
Nicole A. Saharsky,2008,0,0,0,0,0,0,0
Troy N. Giatras,2008,0,0,0,0,0,0,0
W. James Young,2008,0,0,0,0,0,0,0
Jeremiah A. Collins,2008,0,0,0,0,0,0,0
David J. Bederman,2008,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2008,0,0,0,0,0,0,0
Carter G. Phillips,2008,0,0,0,0,0,0,0
David A. Furlow,2008,0,0,0,0,0,0,0
Leondra R. Kruger,2008,0,0,0,0,0,0,0
Mark I. Levy,2008,0,0,0,0,0,0,0
Jay A. Sekulow,2008,0,0,0,0,0,0,0
Daryl Joseffer,2008,0,0,0,0,0,0,0
Pamela Harris,2008,0,0,0,0,0,0,0
"Christopher G. Browning, Jr.",2008,0,0,0,0,0,0,0
Carl W. Thurman III,2008,0,0,0,0,0,0,0
Daryl Joseffer,2008,0,0,0,0,0,0,0
Thomas C. Goldstein,2008,0,0,0,0,0,0,0
Sean D. Jordan,2008,0,0,0,0,0,0,0
Peter Stirba,2008,0,0,0,0,0,0,0
Malcolm L. Stewart,2008,0,0,0,0,0,0,0
Theodore P. Metzler Jr.,2008,0,0,0,0,0,0,0
William B. Collins,2008,0,0,0,0,0,0,0
Jeffrey L. Fisher,2008,0,0,0,0,0,0,0
Dana C. Hansen Chavis,2008,0,0,0,0,0,0,0
William M. Jay,2008,0,0,0,0,0,0,0
Timothy T. Coates,2008,0,0,0,0,0,0,0
Michael R. Dreeben,2008,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2008,0,0,0,0,0,0,0
Clay Riggs Smith,2008,0,0,0,0,0,0,0
Jeremiah A. Collins,2008,0,0,0,0,0,0,0
Mary H. Williams,2008,0,0,0,0,0,0,0
Ernest G. Lannet,2008,0,0,0,0,0,0,0
Lars R. Isaacson,2008,0,0,0,0,0,0,0
Lisa H. Schertler,2008,0,0,0,0,0,0,0
Gregory G. Garre,2008,0,0,0,0,0,0,0
Theodore B. Olson,2008,0,0,0,0,0,0,0
Thomas S. Waldo,2008,0,0,0,0,0,0,0
James K. Leven,2008,0,0,0,0,0,0,0
Michael A. Scodro,2008,0,0,0,0,0,0,0
Matthew D. Roberts,2008,0,0,0,0,0,0,0
Evan Mark Tager,2008,0,0,0,0,0,0,0
Kevin K. Russell,2008,0,0,0,0,0,0,0
Toby J. Heytens,2008,0,0,0,0,0,0,0
M. Miller Baker,2008,0,0,0,0,0,0,0
Paul M. De Marco,2008,0,0,0,0,0,0,0
Sri Srinivasan,2008,0,0,0,0,0,0,0
Eric D. Miller,2008,0,0,0,0,0,0,0
Theodore B. Olson,2008,0,0,0,0,0,0,0
Floyd Abrams,2008,0,0,0,0,0,0,0
Elena Kagan,2008,0,0,0,0,0,0,0
Seth P. Waxman,2008,0,0,0,0,0,0,0
David W. McCreadie,2008,0,0,0,0,0,0,0
Rod Sullivan,2008,0,0,0,0,0,0,0
Pratik A. Shah,2008,0,0,0,0,0,0,0
Matthew S. Freedus,2008,0,0,0,0,0,0,0
Kenneth W. Starr,2008,0,0,0,0,0,0,0
Sri Srinivasan,2008,0,0,0,0,0,0,0
Nicole A. Saharsky,2008,0,0,0,0,0,0,0
Barry R. Ostrager,2008,0,0,0,0,0,0,0
Samuel Issacharoff,2008,0,0,0,0,0,0,0
Jacob C. Cohn,2008,0,0,0,0,0,0,0
Gary Feinerman,2008,0,0,0,0,0,0,0
David B. Salmons,2008,0,0,0,0,0,0,0
Eric D. Miller,2008,0,0,0,0,0,0,0
Charles A. Rothfeld,2008,0,0,0,0,0,0,0
Theodore B. Olson,2008,0,0,0,0,0,0,0
Gregory S. Coleman,2008,0,0,0,0,0,0,0
Neal Kumar Katyal,2008,0,0,0,0,0,0,0
Debo P. Adegbile,2008,0,0,0,0,0,0,0
Eric Schnapper,2008,0,0,0,0,0,0,0
Lisa S. Blatt,2008,0,0,0,0,0,0,0
