,speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female,ratio_male,ratio_female
729,Seth P. Waxman,2004,0,0,0,0,0,0,0,0.0,0.0
730,Courtland L. Reichman,2004,0,0,0,0,0,0,0,0.0,0.0
731,Dan Himmelfarb,2004,0,0,0,0,0,0,0,0.0,0.0
732,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
733,Douglas R. Cole,2004,0,0,0,0,0,0,0,0.0,0.0
734,David A. Goldberger,2004,0,0,0,0,0,0,0,0.0,0.0
735,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
736,T. Christopher Kelly,2004,0,0,0,0,0,0,0,0.0,0.0
737,Rosemary Curran Scapicchio,2004,0,0,0,0,0,0,0,0.0,0.0
738,Scott G. Bullock,2004,0,0,0,0,0,0,0,0.0,0.0
739,Wesley W. Horton,2004,0,0,0,0,0,0,0,0.0,0.0
740,Mark J. Bennett,2004,0,0,0,0,0,0,0,0.0,0.0
741,Edwin S. Kneedler,2004,0,0,0,0,0,0,0,0.0,0.0
742,Craig E. Stewart,2004,0,0,0,0,0,0,0,0.0,0.0
743,"Christopher G. Browning, Jr.",2004,0,0,0,0,0,0,0,0.0,0.0
744,Mark T. Hurt,2004,0,0,0,0,0,0,0,0.0,0.0
745,Douglas Hallward-Driemeier,2004,0,0,0,0,0,0,0,0.0,0.0
746,Paul T. Cappuccio,2004,0,0,0,0,0,0,0,0.0,0.0
747,Thomas G. Hungar,2004,0,0,0,0,0,0,0,0.0,0.0
748,Thomas C. Goldstein,2004,0,0,0,0,0,0,0,0.0,0.0
749,John C. Eastman,2004,0,0,0,0,0,0,0,0.0,0.0
750,John P. Elwood,2004,0,0,0,0,0,0,0,0.0,0.0
751,Brian J. Reichel,2004,0,0,0,0,0,0,0,0.0,0.0
752,Paul F. Utrecht,2004,0,0,0,0,0,0,0,0.0,0.0
753,Seth P. Waxman,2004,0,0,0,0,0,0,0,0.0,0.0
754,Maureen E. Mahoney,2004,0,0,0,0,0,0,0,0.0,0.0
755,Michael R. Dreeben,2004,0,0,0,0,0,0,0,0.0,0.0
756,"Wellon B. Poe, Jr.",2004,0,0,0,0,0,0,0,0.0,0.0
757,James C. Linger,2004,0,0,0,0,0,0,0,0.0,0.0
758,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
759,"Donald B. Verrilli, Jr.",2004,0,0,0,0,0,0,0,0.0,0.0
760,Richard G. Taranto,2004,0,0,0,0,0,0,0,0.0,0.0
761,Deanne E. Maynard,2004,0,0,0,0,0,0,0,0.0,0.0
762,James M. Petro,2004,0,0,0,0,0,0,0,0.0,0.0
763,Jules Lobel,2004,0,0,0,0,0,0,0,0.0,0.0
764,Matthew M. Shors,2004,0,0,0,0,0,0,0,0.0,0.0
765,Jennifer L. Smith,2004,0,0,0,0,0,0,0,0.0,0.0
766,Janice L. Bergmann,2004,0,0,0,0,0,0,0,0.0,0.0
767,James A. Feldman,2004,0,0,0,0,0,0,0,0.0,0.0
768,Cheryl C. Nield,2004,0,0,0,0,0,0,0,0.0,0.0
769,Rosemary E. Percival,2004,0,0,0,0,0,0,0,0.0,0.0
770,Amy Zapp,2004,0,0,0,0,0,0,0,0.0,0.0
771,Billy H. Nolas,2004,0,0,0,0,0,0,0,0.0,0.0
772,Matthew K.M. Chan,2004,0,0,0,0,0,0,0,0.0,0.0
773,Lisa S. Blatt,2004,0,0,0,0,0,0,0,0.0,0.0
774,David M. Porter,2004,0,0,0,0,0,0,0,0.0,0.0
775,R. Ted Cruz,2004,0,0,0,0,0,0,0,0.0,0.0
776,Michael R. Dreeben,2004,0,0,0,0,0,0,0,0.0,0.0
777,Donald Francis Donovan,2004,0,0,0,0,0,0,0,0.0,0.0
778,Eric H. Zagrans,2004,0,0,0,0,0,0,0,0.0,0.0
779,Irving L. Gornstein,2004,0,0,0,0,0,0,0,0.0,0.0
780,Michael C. Walton,2004,0,0,0,0,0,0,0,0.0,0.0
781,Douglas R. Cole,2004,0,0,0,0,0,0,0,0.0,0.0
782,Alan M. Freedman,2004,0,0,0,0,0,0,0,0.0,0.0
783,Christopher M. Kise,2004,0,0,0,0,0,0,0,0.0,0.0
784,Patricia A. Millett,2004,0,0,0,0,0,0,0,0.0,0.0
785,Paul M. Rashkind,2004,0,0,0,0,0,0,0,0.0,0.0
786,Stephen B. Bedrick,2004,0,0,0,0,0,0,0,0.0,0.0
787,Seth K. Schalit,2004,0,0,0,0,0,0,0,0.0,0.0
788,Carter G. Phillips,2004,0,0,0,0,0,0,0,0.0,0.0
789,Eugene E. Stearns,2004,0,0,0,0,0,0,0,0.0,0.0
790,"Robert A. Long, Jr.",2004,0,0,0,0,0,0,0,0.0,0.0
791,Donald B. Ayer,2004,0,0,0,0,0,0,0,0.0,0.0
792,David W. Robbins,2004,0,0,0,0,0,0,0,0.0,0.0
793,James A. Feldman,2004,0,0,0,0,0,0,0,0.0,0.0
794,John B. Draper,2004,0,0,0,0,0,0,0,0.0,0.0
795,Jeffrey P. Minear,2004,0,0,0,0,0,0,0,0.0,0.0
796,Jonathan S. Franklin,2004,0,0,0,0,0,0,0,0.0,0.0
797,Carter G. Phillips,2005,0,0,0,0,0,0,0,0.0,0.0
798,Carter G. Phillips,2005,0,0,0,0,0,0,0,0.0,0.0
799,Irving L. Gornstein,2005,0,0,0,0,0,0,0,0.0,0.0
800,Irving L. Gornstein,2005,0,0,0,0,0,0,0,0.0,0.0
801,Thomas C. Goldstein,2005,0,0,0,0,0,0,0,0.0,0.0
802,Thomas C. Goldstein,2005,0,0,0,0,0,0,0,0.0,0.0
803,Richard A. De Palma,2005,0,0,0,0,0,0,0,0.0,0.0
804,Paul D. Clement,2005,0,0,0,0,0,0,0,0.0,0.0
805,Timothy A. Stoepker,2005,0,0,0,0,0,0,0,0.0,0.0
806,M. Reed Hopper,2005,0,0,0,0,0,0,0,0.0,0.0
807,William E. Thro,2005,0,0,0,0,0,0,0,0.0,0.0
808,Mark T. Stancil,2005,0,0,0,0,0,0,0,0.0,0.0
809,Peter Gartlan,2005,0,0,0,0,0,0,0,0.0,0.0
810,Gregory G. Garre,2005,0,0,0,0,0,0,0,0.0,0.0
811,Mary H. Williams,2005,0,0,0,0,0,0,0,0.0,0.0
812,Paula K. Smith,2005,0,0,0,0,0,0,0,0.0,0.0
813,Michael R. Dreeben,2005,0,0,0,0,0,0,0,0.0,0.0
814,Thomas C. Goldstein,2005,0,0,0,0,0,0,0,0.0,0.0
815,Edwin S. Kneedler,2005,0,0,0,0,0,0,0,0.0,0.0
816,Nancy Hollander,2005,0,0,0,0,0,0,0,0.0,0.0
817,Pamela S. Karlan,2005,0,0,0,0,0,0,0,0.0,0.0
818,Malcolm L. Stewart,2005,0,0,0,0,0,0,0,0.0,0.0
819,Jan T. Chilton,2005,0,0,0,0,0,0,0,0.0,0.0
820,Samuel H. Heldman,2005,0,0,0,0,0,0,0,0.0,0.0
821,Jennifer E. Dalven,2005,0,0,0,0,0,0,0,0.0,0.0
822,Kelly A. Ayotte,2005,0,0,0,0,0,0,0,0.0,0.0
823,Paul D. Clement,2005,0,0,0,0,0,0,0,0.0,0.0
824,E. Joshua Rosenkranz,2005,0,0,0,0,0,0,0,0.0,0.0
825,Phill Kline,2005,0,0,0,0,0,0,0,0.0,0.0
826,Rebecca E. Woodman,2005,0,0,0,0,0,0,0,0.0,0.0
827,Sri Srinivasan,2005,0,0,0,0,0,0,0,0.0,0.0
828,Andrew L. Frey,2005,0,0,0,0,0,0,0,0.0,0.0
829,James R. Gilreath,2005,0,0,0,0,0,0,0,0.0,0.0
830,Paul D. Clement,2005,0,0,0,0,0,0,0,0.0,0.0
831,Gregory A. Castanias,2005,0,0,0,0,0,0,0,0.0,0.0
832,Gregory Andrew Castanias,2005,0,0,0,0,0,0,0,0.0,0.0
833,Samuel R. Bagenstos,2005,0,0,0,0,0,0,0,0.0,0.0
834,Gene C. Schaerr,2005,0,0,0,0,0,0,0,0.0,0.0
835,Erwin Chemerinsky,2005,0,0,0,0,0,0,0,0.0,0.0
836,Lisa S. Blatt,2005,0,0,0,0,0,0,0,0.0,0.0
837,Alan Edward Untereiner,2005,0,0,0,0,0,0,0,0.0,0.0
838,"F. Paul Bland, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
839,Christopher Landau,2005,0,0,0,0,0,0,0,0.0,0.0
840,J. Brett Busby,2005,0,0,0,0,0,0,0,0.0,0.0
841,Christopher M. Kise,2005,0,0,0,0,0,0,0,0.0,0.0
842,Douglas Hallward-Driemeier,2005,0,0,0,0,0,0,0,0.0,0.0
843,Donald John Zelenka,2005,0,0,0,0,0,0,0,0.0,0.0
844,John H. Blume,2005,0,0,0,0,0,0,0,0.0,0.0
845,Steffen N. Johnson,2005,0,0,0,0,0,0,0,0.0,0.0
846,Andrew J. Pincus,2005,0,0,0,0,0,0,0,0.0,0.0
847,Kathleen M. Sullivan,2005,0,0,0,0,0,0,0,0.0,0.0
848,Thomas G. Hungar,2005,0,0,0,0,0,0,0,0.0,0.0
849,Allison M. Zieve,2005,0,0,0,0,0,0,0,0.0,0.0
850,Douglas Hallward-Driemeier,2005,0,0,0,0,0,0,0,0.0,0.0
851,Timothy A. Baughman,2005,0,0,0,0,0,0,0,0.0,0.0
852,David A. Moran,2005,0,0,0,0,0,0,0,0.0,0.0
853,David B. Salmons,2005,0,0,0,0,0,0,0,0.0,0.0
854,Jay B. Kasner,2005,0,0,0,0,0,0,0,0.0,0.0
855,Thomas G. Hungar,2005,0,0,0,0,0,0,0,0.0,0.0
856,David C. Frederick,2005,0,0,0,0,0,0,0,0.0,0.0
857,Sri Srinivasan,2005,0,0,0,0,0,0,0,0.0,0.0
858,David M. Gossett,2005,0,0,0,0,0,0,0,0.0,0.0
859,Michael R. Dreeben,2005,0,0,0,0,0,0,0,0.0,0.0
860,Mark J. Reichel,2005,0,0,0,0,0,0,0,0.0,0.0
861,Michael T. Kirkpatrick,2005,0,0,0,0,0,0,0,0.0,0.0
862,Carter G. Phillips,2005,0,0,0,0,0,0,0,0.0,0.0
863,James A. Feldman,2005,0,0,0,0,0,0,0,0.0,0.0
864,Edwin S. Kneedler,2005,0,0,0,0,0,0,0,0.0,0.0
865,Patrick F. McCartan,2005,0,0,0,0,0,0,0,0.0,0.0
866,Herbert David Blair,2005,0,0,0,0,0,0,0,0.0,0.0
867,Patricia A. Millett,2005,0,0,0,0,0,0,0,0.0,0.0
868,"William J. Kayatta, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
869,Jeffrey P. Minear,2005,0,0,0,0,0,0,0,0.0,0.0
870,G. Steven Rowe,2005,0,0,0,0,0,0,0,0.0,0.0
871,"James Bopp, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
872,William H. Sorrell,2005,0,0,0,0,0,0,0,0.0,0.0
873,Brenda Wright,2005,0,0,0,0,0,0,0,0.0,0.0
874,"G. Eric Brunstad, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
875,Deanne E. Maynard,2005,0,0,0,0,0,0,0,0.0,0.0
876,Kent L. Richland,2005,0,0,0,0,0,0,0,0.0,0.0
877,Paul D. Clement,2005,0,0,0,0,0,0,0,0.0,0.0
878,"James Bopp, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
879,Miguel A. Estrada,2005,0,0,0,0,0,0,0,0.0,0.0
880,R. Jonathan Hart,2005,0,0,0,0,0,0,0,0.0,0.0
881,Dan Himmelfarb,2005,0,0,0,0,0,0,0,0.0,0.0
882,Peter Enrich,2005,0,0,0,0,0,0,0,0.0,0.0
883,Douglas R. Cole,2005,0,0,0,0,0,0,0,0.0,0.0
884,Theodore B. Olson,2005,0,0,0,0,0,0,0,0.0,0.0
885,Jere Krakoff,2005,0,0,0,0,0,0,0,0.0,0.0
886,Jonathan L. Marcus,2005,0,0,0,0,0,0,0,0.0,0.0
887,Louis J. Rovelli,2005,0,0,0,0,0,0,0,0.0,0.0
888,Kenneth W. Ravenell,2005,0,0,0,0,0,0,0,0.0,0.0
889,James A. Feldman,2005,0,0,0,0,0,0,0,0.0,0.0
890,Kathryn Grill Graeff,2005,0,0,0,0,0,0,0,0.0,0.0
891,Kevin P. Roddy,2005,0,0,0,0,0,0,0,0.0,0.0
892,David C. Frederick,2005,0,0,0,0,0,0,0,0.0,0.0
893,Bonnie I. Robin-Vergeer,2005,0,0,0,0,0,0,0,0.0,0.0
894,Dan Himmelfarb,2005,0,0,0,0,0,0,0,0.0,0.0
895,Cindy S. Lee,2005,0,0,0,0,0,0,0,0.0,0.0
896,Mark R. Drozdowski,2005,0,0,0,0,0,0,0,0.0,0.0
897,William W. Lockyer,2005,0,0,0,0,0,0,0,0.0,0.0
898,Maureen E. Mahoney,2005,0,0,0,0,0,0,0,0.0,0.0
899,Allen Lichtenstein,2005,0,0,0,0,0,0,0,0.0,0.0
900,Burck Bailey,2005,0,0,0,0,0,0,0,0.0,0.0
901,Malcolm L. Stewart,2005,0,0,0,0,0,0,0,0.0,0.0
902,Robert A. Schroeder,2005,0,0,0,0,0,0,0,0.0,0.0
903,Miguel A. Estrada,2005,0,0,0,0,0,0,0,0.0,0.0
904,Thomas G. Hungar,2005,0,0,0,0,0,0,0,0.0,0.0
905,Jonathan S. Franklin,2005,0,0,0,0,0,0,0,0.0,0.0
906,Paul D. Clement,2005,0,0,0,0,0,0,0,0.0,0.0
907,Robert Moorehead Atkinson,2005,0,0,0,0,0,0,0,0.0,0.0
908,Edwin S. Kneedler,2005,0,0,0,0,0,0,0,0.0,0.0
909,Theodore B. Olson,2005,0,0,0,0,0,0,0,0.0,0.0
910,Ian H. Gershengorn,2005,0,0,0,0,0,0,0,0.0,0.0
911,David B. Salmons,2005,0,0,0,0,0,0,0,0.0,0.0
912,William H. Hurd,2005,0,0,0,0,0,0,0,0.0,0.0
913,Gregory G. Garre,2005,0,0,0,0,0,0,0,0.0,0.0
914,Gregory P. Joseph,2005,0,0,0,0,0,0,0,0.0,0.0
915,David C. Frederick,2005,0,0,0,0,0,0,0,0.0,0.0
916,Catherine Baker Chatman,2005,0,0,0,0,0,0,0,0.0,0.0
917,Catherine Baker Chatman,2005,0,0,0,0,0,0,0,0.0,0.0
918,Reginald Chavis,2005,0,0,0,0,0,0,0,0.0,0.0
919,Peter K. Stris,2005,0,0,0,0,0,0,0,0.0,0.0
920,Peter K. Stris,2005,0,0,0,0,0,0,0,0.0,0.0
921,Thomas G. Cotter,2005,0,0,0,0,0,0,0,0.0,0.0
922,Deanne E. Maynard,2005,0,0,0,0,0,0,0,0.0,0.0
923,Jeffrey P. Minear,2005,0,0,0,0,0,0,0,0.0,0.0
924,Glen D. Nager,2005,0,0,0,0,0,0,0,0.0,0.0
925,Joseph Michaelangelo Alioto,2005,0,0,0,0,0,0,0,0.0,0.0
926,Patricia A. Millett,2005,0,0,0,0,0,0,0,0.0,0.0
927,James R. Radmore,2005,0,0,0,0,0,0,0,0.0,0.0
928,Lisa S. Blatt,2005,0,0,0,0,0,0,0,0.0,0.0
929,Brian Wolfman,2005,0,0,0,0,0,0,0,0.0,0.0
930,William E. Thro,2005,0,0,0,0,0,0,0,0.0,0.0
931,Kim Martin Lewis,2005,0,0,0,0,0,0,0,0.0,0.0
932,Stephen M. Kissinger,2005,0,0,0,0,0,0,0,0.0,0.0
933,Jennifer L. Smith,2005,0,0,0,0,0,0,0,0.0,0.0
934,"Roy T. Englert, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
935,Carter G. Phillips,2005,0,0,0,0,0,0,0,0.0,0.0
936,Thomas G. Hungar,2005,0,0,0,0,0,0,0,0.0,0.0
937,Kannon K. Shanmugam,2005,0,0,0,0,0,0,0,0.0,0.0
938,Mary H. Williams,2005,0,0,0,0,0,0,0,0.0,0.0
939,Richard L. Wolf,2005,0,0,0,0,0,0,0,0.0,0.0
940,Brett John Prendergast,2005,0,0,0,0,0,0,0,0.0,0.0
941,Jeffrey A. Schwartz,2005,0,0,0,0,0,0,0,0.0,0.0
942,Daryl Joseffer,2005,0,0,0,0,0,0,0,0.0,0.0
943,Jonathan L. Marcus,2005,0,0,0,0,0,0,0,0.0,0.0
944,Ronald E. Niver,2005,0,0,0,0,0,0,0,0.0,0.0
945,"Robert A. Long, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
946,Jane N. Kirkland,2005,0,0,0,0,0,0,0,0.0,0.0
947,Nina Rivkind,2005,0,0,0,0,0,0,0,0.0,0.0
948,"Donald B. Verrilli, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
949,"Donald B. Verrilli, Jr.",2005,0,0,0,0,0,0,0,0.0,0.0
950,Paul Farrell Strain,2005,0,0,0,0,0,0,0,0.0,0.0
951,Paul Farrell Strain,2005,0,0,0,0,0,0,0,0.0,0.0
952,Jeffrey P. Minear,2005,0,0,0,0,0,0,0,0.0,0.0
953,Carter G. Phillips,2005,0,0,0,0,0,0,0,0.0,0.0
954,Seth P. Waxman,2005,0,0,0,0,0,0,0,0.0,0.0
955,Raymond G. Kuntz,2005,0,0,0,0,0,0,0,0.0,0.0
956,David C. Vladeck,2005,0,0,0,0,0,0,0,0.0,0.0
957,David B. Salmons,2005,0,0,0,0,0,0,0,0.0,0.0
958,Neal Kumar Katyal,2005,0,0,0,0,0,0,0,0.0,0.0
959,Paul D. Clement,2005,0,0,0,0,0,0,0,0.0,0.0
960,Thomas J. Stock,2005,0,0,0,0,0,0,0,0.0,0.0
961,Sri Srinivasan,2005,0,0,0,0,0,0,0,0.0,0.0
962,Anthony F. Shelley,2005,0,0,0,0,0,0,0,0.0,0.0
963,R. Ted Cruz,2005,0,0,0,0,0,0,0,0.0,0.0
964,Nina Perales,2005,0,0,0,0,0,0,0,0.0,0.0
965,Paul M. Smith,2005,0,0,0,0,0,0,0,0.0,0.0
966,Gregory G. Garre,2005,0,0,0,0,0,0,0,0.0,0.0
967,Carter G. Phillips,2005,0,0,0,0,0,0,0,0.0,0.0
968,Donald A. Donati,2005,0,0,0,0,0,0,0,0.0,0.0
969,Gregory G. Garre,2005,0,0,0,0,0,0,0,0.0,0.0
970,Gregory S. Coleman,2005,0,0,0,0,0,0,0,0.0,0.0
971,Peter K. Stris,2005,0,0,0,0,0,0,0,0.0,0.0
972,James A. Feldman,2005,0,0,0,0,0,0,0,0.0,0.0
973,Jeffrey L. Fisher,2005,0,0,0,0,0,0,0,0.0,0.0
974,Michael R. Dreeben,2005,0,0,0,0,0,0,0,0.0,0.0
975,Mark A. Perry,2005,0,0,0,0,0,0,0,0.0,0.0
976,David C. Frederick,2005,0,0,0,0,0,0,0,0.0,0.0
977,Jennifer G. Perkell,2005,0,0,0,0,0,0,0,0.0,0.0
978,Dan Himmelfarb,2005,0,0,0,0,0,0,0,0.0,0.0
979,Meir Feder,2005,0,0,0,0,0,0,0,0.0,0.0
980,Carter G. Phillips,2005,0,0,0,0,0,0,0,0.0,0.0
981,Malcolm L. Stewart,2005,0,0,0,0,0,0,0,0.0,0.0
982,Howard W. Foster,2005,0,0,0,0,0,0,0,0.0,0.0
983,Paul J. McNulty,2005,0,0,0,0,0,0,0,0.0,0.0
984,Michael Patrick Studebaker,2005,0,0,0,0,0,0,0,0.0,0.0
985,Jeffrey S. Gray,2005,0,0,0,0,0,0,0,0.0,0.0
986,Jeffrey L. Fisher,2005,0,0,0,0,0,0,0,0.0,0.0
987,Michael R. Dreeben,2005,0,0,0,0,0,0,0,0.0,0.0
988,James M. Whisman,2005,0,0,0,0,0,0,0,0.0,0.0
989,Richard D. Friedman,2005,0,0,0,0,0,0,0,0.0,0.0
990,Thomas M. Fisher,2005,0,0,0,0,0,0,0,0.0,0.0
991,Irving L. Gornstein,2005,0,0,0,0,0,0,0,0.0,0.0
992,Paul D. Clement,2005,0,0,0,0,0,0,0,0.0,0.0
993,Randall M. Howe,2005,0,0,0,0,0,0,0,0.0,0.0
994,David I. Goldberg,2005,0,0,0,0,0,0,0,0.0,0.0
995,Edward Scott Zas,2005,0,0,0,0,0,0,0,0.0,0.0
996,Daryl Joseffer,2005,0,0,0,0,0,0,0,0.0,0.0
997,J. Craig Jett,2005,0,0,0,0,0,0,0,0.0,0.0
998,Irving L. Gornstein,2005,0,0,0,0,0,0,0,0.0,0.0
999,Gregory C. Link,2005,0,0,0,0,0,0,0,0.0,0.0
1000,James M. Whisman,2005,0,0,0,0,0,0,0,0.0,0.0
1001,Carolyn M. Snurkowski,2005,0,0,0,0,0,0,0,0.0,0.0
1002,Kannon K. Shanmugam,2005,0,0,0,0,0,0,0,0.0,0.0
1003,D. Todd Doss,2005,0,0,0,0,0,0,0,0.0,0.0
1004,Thomas G. Hungar,2006,0,0,0,0,0,0,0,0.0,0.0
1005,Thomas G. Hungar,2006,0,0,0,0,0,0,0,0.0,0.0
1006,James W. Dabney,2006,0,0,0,0,0,0,0,0.0,0.0
1007,James W. Dabney,2006,0,0,0,0,0,0,0,0.0,0.0
1008,Thomas C. Goldstein,2006,0,0,0,0,0,0,0,0.0,0.0
1009,Thomas C. Goldstein,2006,0,0,0,0,0,0,0,0.0,0.0
1010,Kevin K. Russell,2006,0,0,0,0,0,0,0,0.0,0.0
1011,Glen D. Nager,2006,0,0,0,0,0,0,0,0.0,0.0
1012,Irving L. Gornstein,2006,0,0,0,0,0,0,0,0.0,0.0
1013,James R. Milkey,2006,0,0,0,0,0,0,0,0.0,0.0
1014,Gregory G. Garre,2006,0,0,0,0,0,0,0,0.0,0.0
1015,Thomas O. Barnett,2006,0,0,0,0,0,0,0,0.0,0.0
1016,Michael K. Kellogg,2006,0,0,0,0,0,0,0,0.0,0.0
1017,J. Douglas Richards,2006,0,0,0,0,0,0,0,0.0,0.0
1018,Carla E. Eldred,2006,0,0,0,0,0,0,0,0.0,0.0
1019,Edward L. Marshall,2006,0,0,0,0,0,0,0,0.0,0.0
1020,Robert C. Owen,2006,0,0,0,0,0,0,0,0.0,0.0
1021,Jordan Steiker,2006,0,0,0,0,0,0,0,0.0,0.0
1022,R. Ted Cruz,2006,0,0,0,0,0,0,0,0.0,0.0
1023,Gene C. Schaerr,2006,0,0,0,0,0,0,0,0.0,0.0
1024,Christopher Lovell,2006,0,0,0,0,0,0,0,0.0,0.0
1025,Benna Ruth Solomon,2006,0,0,0,0,0,0,0,0.0,0.0
1026,Kenneth N. Flaxman,2006,0,0,0,0,0,0,0,0.0,0.0
1027,Robert S. Peck,2006,0,0,0,0,0,0,0,0.0,0.0
1028,Andrew L. Frey,2006,0,0,0,0,0,0,0,0.0,0.0
1029,Maureen E. Mahoney,2006,0,0,0,0,0,0,0,0.0,0.0
1030,Maria T. Vullo,2006,0,0,0,0,0,0,0,0.0,0.0
1031,Malcolm L. Stewart,2006,0,0,0,0,0,0,0,0.0,0.0
1032,David C. Frederick,2006,0,0,0,0,0,0,0,0.0,0.0
1033,Irving L. Gornstein,2006,0,0,0,0,0,0,0,0.0,0.0
1034,Theodore B. Olson,2006,0,0,0,0,0,0,0,0.0,0.0
1035,E. John Blanchard,2006,0,0,0,0,0,0,0,0.0,0.0
1036,Sri Srinivasan,2006,0,0,0,0,0,0,0,0.0,0.0
1037,"Robert A. Long, Jr.",2006,0,0,0,0,0,0,0,0.0,0.0
1038,Michael J. Cahill,2006,0,0,0,0,0,0,0,0.0,0.0
1039,Evan Mark Tager,2006,0,0,0,0,0,0,0,0.0,0.0
1040,Caitlin J. Halligan,2006,0,0,0,0,0,0,0,0.0,0.0
1041,Paul D. Clement,2006,0,0,0,0,0,0,0,0.0,0.0
1042,Eve C. Gartner,2006,0,0,0,0,0,0,0,0.0,0.0
1043,"G. Eric Brunstad, Jr.",2006,0,0,0,0,0,0,0,0.0,0.0
1044,E. Joshua Rosenkranz,2006,0,0,0,0,0,0,0,0.0,0.0
1045,M. Miller Baker,2006,0,0,0,0,0,0,0,0.0,0.0
1046,Matthew D. Roberts,2006,0,0,0,0,0,0,0,0.0,0.0
1047,Julia P. Clark,2006,0,0,0,0,0,0,0,0.0,0.0
1048,Leigh Marc Manasevit,2006,0,0,0,0,0,0,0,0.0,0.0
1049,Ronald J. VanAmberg,2006,0,0,0,0,0,0,0,0.0,0.0
1050,Sri Srinivasan,2006,0,0,0,0,0,0,0,0.0,0.0
1051,Francis S. Ainsa Jr,2006,0,0,0,0,0,0,0,0.0,0.0
1052,Deanne E. Maynard,2006,0,0,0,0,0,0,0,0.0,0.0
1053,Kent E. Cattani,2006,0,0,0,0,0,0,0,0.0,0.0
1054,"Donald B. Verrilli, Jr.",2006,0,0,0,0,0,0,0,0.0,0.0
1055,Paul D. Clement,2006,0,0,0,0,0,0,0,0.0,0.0
1056,Robert M. McKenna,2006,0,0,0,0,0,0,0,0.0,0.0
1057,John M. West,2006,0,0,0,0,0,0,0,0.0,0.0
1058,Christopher J. Meade,2006,0,0,0,0,0,0,0,0.0,0.0
1059,Dan Himmelfarb,2006,0,0,0,0,0,0,0,0.0,0.0
1060,Philip W. Savrin,2006,0,0,0,0,0,0,0,0.0,0.0
1061,Gregory G. Garre,2006,0,0,0,0,0,0,0,0.0,0.0
1062,Craig T. Jones,2006,0,0,0,0,0,0,0,0.0,0.0
1063,Paul D. Clement,2006,0,0,0,0,0,0,0,0.0,0.0
1064,Paul D. Clement,2006,0,0,0,0,0,0,0,0.0,0.0
1065,Priscilla J. Smith,2006,0,0,0,0,0,0,0,0.0,0.0
1066,Andrew J. Pincus,2006,0,0,0,0,0,0,0,0.0,0.0
1067,Kannon K. Shanmugam,2006,0,0,0,0,0,0,0,0.0,0.0
1068,Michael E. Haglund,2006,0,0,0,0,0,0,0,0.0,0.0
1069,Eric S. Multhaup,2006,0,0,0,0,0,0,0,0.0,0.0
1070,Mark A. Johnson,2006,0,0,0,0,0,0,0,0.0,0.0
1071,Timothy Crooks,2006,0,0,0,0,0,0,0,0.0,0.0
1072,Edwin S. Kneedler,2006,0,0,0,0,0,0,0,0.0,0.0
1073,"Robert A. Long, Jr.",2006,0,0,0,0,0,0,0,0.0,0.0
1074,Douglas Hallward-Driemeier,2006,0,0,0,0,0,0,0,0.0,0.0
1075,Eric Grant,2006,0,0,0,0,0,0,0,0.0,0.0
1076,George J. Chanos,2006,0,0,0,0,0,0,0,0.0,0.0
1077,Franny A. Forsman,2006,0,0,0,0,0,0,0,0.0,0.0
1078,Irving L. Gornstein,2006,0,0,0,0,0,0,0,0.0,0.0
1079,John G. Kester,2006,0,0,0,0,0,0,0,0.0,0.0
1080,Maureen E. Mahoney,2006,0,0,0,0,0,0,0,0.0,0.0
1081,Deanne E. Maynard,2006,0,0,0,0,0,0,0,0.0,0.0
1082,Peter Gold,2006,0,0,0,0,0,0,0,0.0,0.0
1083,Jeffrey M.K. Laurence,2006,0,0,0,0,0,0,0,0.0,0.0
1084,Daryl Joseffer,2006,0,0,0,0,0,0,0,0.0,0.0
1085,Jeffrey A. Lamken,2006,0,0,0,0,0,0,0,0.0,0.0
1086,"Roy T. Englert, Jr.",2006,0,0,0,0,0,0,0,0.0,0.0
1087,James A. Feldman,2006,0,0,0,0,0,0,0,0.0,0.0
1088,Jeffrey L. Fisher,2006,0,0,0,0,0,0,0,0.0,0.0
1089,Linda M. Olivieri,2006,0,0,0,0,0,0,0,0.0,0.0
1090,Jean-Claude Andre,2006,0,0,0,0,0,0,0,0.0,0.0
1091,Carter G. Phillips,2006,0,0,0,0,0,0,0,0.0,0.0
1092,Mary L. Perry,2006,0,0,0,0,0,0,0,0.0,0.0
1093,David W. Fermino,2006,0,0,0,0,0,0,0,0.0,0.0
1094,David Wayne Fermino,2006,0,0,0,0,0,0,0,0.0,0.0
1095,Gregory A. Ott,2006,0,0,0,0,0,0,0,0.0,0.0
