docket_id,interrupt_gender,interrupt_identity,interrupt,interrupted_gender,interrupted_identity,interrupted,num
1999_98_9828,,lawyer,Barbara B. McDowell,0,judge,Stephen G. Breyer,1
1999_98_9828,,lawyer,Barbara B. McDowell,0,judge,Anthony M. Kennedy,1
1999_98_9828,,lawyer,Barbara B. McDowell,0,judge,John Paul Stevens,1
1999_98_9828,,lawyer,Barbara B. McDowell,0,judge,Antonin Scalia,2
1999_98_9828,,lawyer,Barbara B. McDowell,-1,,,1
1999_98_9828,0,lawyer,Benjamin L. Coleman,0,judge,Stephen G. Breyer,2
1999_98_9828,0,lawyer,Benjamin L. Coleman,0,judge,Antonin Scalia,1
1999_98_9828,0,judge,David H. Souter,0,lawyer,Benjamin L. Coleman,2
1999_98_9828,0,judge,William H. Rehnquist,0,lawyer,Benjamin L. Coleman,8
1999_98_9828,0,judge,Antonin Scalia,0,lawyer,Benjamin L. Coleman,1
1999_98_9828,0,judge,Antonin Scalia,,lawyer,Barbara B. McDowell,2
1999_98_9828,-1,,,,lawyer,Barbara B. McDowell,3
1999_99_116,1,judge,Ruth Bader Ginsburg,0,lawyer,Mark L. Horwitz,2
1999_99_116,1,judge,Ruth Bader Ginsburg,,lawyer,Lisa S. Blatt,1
1999_99_116,0,judge,Anthony M. Kennedy,0,lawyer,Mark L. Horwitz,4
1999_99_116,0,judge,Anthony M. Kennedy,,lawyer,Lisa S. Blatt,1
1999_99_116,0,judge,Stephen G. Breyer,0,lawyer,Mark L. Horwitz,2
1999_99_116,0,judge,Stephen G. Breyer,,lawyer,Lisa S. Blatt,2
1999_99_116,0,judge,William H. Rehnquist,,lawyer,Lisa S. Blatt,1
1999_99_116,0,lawyer,Mark L. Horwitz,1,judge,Ruth Bader Ginsburg,1
1999_99_116,0,lawyer,Mark L. Horwitz,0,judge,Anthony M. Kennedy,1
1999_99_116,0,lawyer,Mark L. Horwitz,0,judge,William H. Rehnquist,1
1999_99_116,0,lawyer,Mark L. Horwitz,0,judge,Antonin Scalia,3
1999_99_116,0,judge,David H. Souter,0,lawyer,Mark L. Horwitz,4
1999_99_116,,lawyer,Lisa S. Blatt,0,judge,Anthony M. Kennedy,2
1999_99_116,,lawyer,Lisa S. Blatt,0,judge,William H. Rehnquist,2
1999_99_116,,lawyer,Lisa S. Blatt,0,judge,Antonin Scalia,2
1999_99_116,0,judge,Antonin Scalia,0,lawyer,Mark L. Horwitz,3
1999_99_116,0,judge,Antonin Scalia,,lawyer,Lisa S. Blatt,10
1999_99_116,0,judge,Antonin Scalia,0,judge,William H. Rehnquist,1
1999_99_137,0,lawyer,Christopher S. Brasher,1,judge,Ruth Bader Ginsburg,1
1999_99_137,0,lawyer,Christopher S. Brasher,0,judge,Anthony M. Kennedy,1
1999_99_137,0,lawyer,Christopher S. Brasher,0,judge,William H. Rehnquist,2
1999_99_137,0,lawyer,Christopher S. Brasher,0,judge,John Paul Stevens,1
1999_99_137,1,judge,Ruth Bader Ginsburg,0,lawyer,Christopher S. Brasher,1
1999_99_137,1,judge,Ruth Bader Ginsburg,1,lawyer,Elizabeth S. Kertscher,1
1999_99_137,0,judge,Stephen G. Breyer,1,lawyer,Elizabeth S. Kertscher,3
1999_99_137,0,judge,Anthony M. Kennedy,0,lawyer,Christopher S. Brasher,4
1999_99_137,0,judge,Anthony M. Kennedy,1,lawyer,Elizabeth S. Kertscher,1
1999_99_137,1,lawyer,Elizabeth S. Kertscher,0,judge,Stephen G. Breyer,1
1999_99_137,1,lawyer,Elizabeth S. Kertscher,0,judge,Antonin Scalia,1
1999_99_137,0,judge,John Paul Stevens,0,lawyer,Christopher S. Brasher,11
1999_99_137,0,judge,John Paul Stevens,1,lawyer,Elizabeth S. Kertscher,2
1999_99_137,0,judge,David H. Souter,0,lawyer,Christopher S. Brasher,6
1999_99_137,0,judge,David H. Souter,1,lawyer,Elizabeth S. Kertscher,3
1999_99_137,0,judge,William H. Rehnquist,0,lawyer,Christopher S. Brasher,3
1999_99_137,0,judge,William H. Rehnquist,1,lawyer,Elizabeth S. Kertscher,7
1999_99_137,0,judge,Antonin Scalia,0,lawyer,Christopher S. Brasher,2
1999_99_137,0,judge,Antonin Scalia,1,lawyer,Elizabeth S. Kertscher,5
1999_99_137,-1,,,1,lawyer,Elizabeth S. Kertscher,1
1999_99_138,1,judge,Ruth Bader Ginsburg,0,lawyer,Mark D. Olson,4
1999_99_138,1,judge,Ruth Bader Ginsburg,,lawyer,Catherine W. Smith,1
1999_99_138,0,judge,Anthony M. Kennedy,,lawyer,Catherine W. Smith,1
1999_99_138,0,judge,Stephen G. Breyer,0,lawyer,Mark D. Olson,1
1999_99_138,0,judge,Stephen G. Breyer,,lawyer,Catherine W. Smith,1
1999_99_138,0,lawyer,Mark D. Olson,1,judge,Ruth Bader Ginsburg,3
1999_99_138,0,lawyer,Mark D. Olson,0,judge,John Paul Stevens,1
1999_99_138,0,lawyer,Mark D. Olson,0,judge,Antonin Scalia,2
1999_99_138,0,judge,John Paul Stevens,0,judge,Stephen G. Breyer,1
1999_99_138,0,judge,John Paul Stevens,,lawyer,Catherine W. Smith,5
1999_99_138,,lawyer,Catherine W. Smith,0,judge,Stephen G. Breyer,1
1999_99_138,,lawyer,Catherine W. Smith,0,judge,Anthony M. Kennedy,1
1999_99_138,,lawyer,Catherine W. Smith,0,judge,John Paul Stevens,3
1999_99_138,,lawyer,Catherine W. Smith,0,judge,Antonin Scalia,6
1999_99_138,,lawyer,Catherine W. Smith,-1,,,4
1999_99_138,0,judge,David H. Souter,0,lawyer,Mark D. Olson,7
1999_99_138,0,judge,David H. Souter,0,judge,William H. Rehnquist,1
1999_99_138,0,judge,David H. Souter,,lawyer,Catherine W. Smith,7
1999_99_138,0,judge,William H. Rehnquist,0,lawyer,Mark D. Olson,2
1999_99_138,0,judge,William H. Rehnquist,,lawyer,Catherine W. Smith,2
1999_99_138,0,judge,Antonin Scalia,0,lawyer,Mark D. Olson,9
1999_99_138,0,judge,Antonin Scalia,0,judge,David H. Souter,1
1999_99_138,0,judge,Antonin Scalia,0,judge,John Paul Stevens,1
1999_99_138,0,judge,Antonin Scalia,,lawyer,Catherine W. Smith,4
1999_99_138,-1,,,0,lawyer,Mark D. Olson,4
1999_99_138,-1,,,,lawyer,Catherine W. Smith,10
1999_99_150,1,judge,Ruth Bader Ginsburg,0,lawyer,William D. Coston,1
1999_99_150,1,judge,Ruth Bader Ginsburg,,lawyer,Lawrence G. Wallace,1
1999_99_150,1,judge,Ruth Bader Ginsburg,0,judge,David H. Souter,1
1999_99_150,1,judge,Ruth Bader Ginsburg,0,lawyer,Stuart M. Riback,1
1999_99_150,0,judge,Anthony M. Kennedy,0,judge,John Paul Stevens,1
1999_99_150,0,lawyer,Stuart M. Riback,1,judge,Ruth Bader Ginsburg,1
1999_99_150,0,lawyer,Stuart M. Riback,0,judge,Stephen G. Breyer,1
1999_99_150,0,lawyer,Stuart M. Riback,0,judge,John Paul Stevens,1
1999_99_150,0,lawyer,Stuart M. Riback,0,judge,David H. Souter,1
1999_99_150,0,lawyer,Stuart M. Riback,0,judge,Antonin Scalia,1
1999_99_150,0,lawyer,Stuart M. Riback,-1,,,1
1999_99_150,0,judge,Stephen G. Breyer,0,lawyer,William D. Coston,2
1999_99_150,0,judge,Stephen G. Breyer,0,lawyer,Stuart M. Riback,3
1999_99_150,0,judge,Stephen G. Breyer,0,judge,Antonin Scalia,1
1999_99_150,0,judge,John Paul Stevens,0,lawyer,Stuart M. Riback,2
1999_99_150,0,judge,William H. Rehnquist,0,lawyer,William D. Coston,2
1999_99_150,0,judge,William H. Rehnquist,,lawyer,Lawrence G. Wallace,1
1999_99_150,0,lawyer,William D. Coston,0,judge,Stephen G. Breyer,2
1999_99_150,0,lawyer,William D. Coston,0,judge,Antonin Scalia,1
1999_99_150,0,lawyer,William D. Coston,-1,,,2
1999_99_150,,lawyer,Lawrence G. Wallace,0,judge,Stephen G. Breyer,1
1999_99_150,0,judge,David H. Souter,1,judge,Ruth Bader Ginsburg,1
1999_99_150,0,judge,David H. Souter,0,lawyer,Stuart M. Riback,5
1999_99_150,0,judge,David H. Souter,-1,,,1
1999_99_150,-1,,,0,judge,Stephen G. Breyer,1
1999_99_150,0,judge,Antonin Scalia,0,lawyer,William D. Coston,2
1999_99_150,0,judge,Antonin Scalia,0,lawyer,Stuart M. Riback,3
1999_99_150,0,judge,Antonin Scalia,,lawyer,Lawrence G. Wallace,3
1999_99_150,0,judge,Antonin Scalia,0,judge,Stephen G. Breyer,2
1999_99_150,0,judge,Antonin Scalia,1,judge,Ruth Bader Ginsburg,1
1999_99_150,-1,,,0,lawyer,William D. Coston,5
1999_99_150,-1,,,,lawyer,Lawrence G. Wallace,1
1999_99_150,-1,,,0,judge,David H. Souter,2
1999_99_150,-1,,,0,lawyer,Stuart M. Riback,2
1999_99_161,1,judge,Ruth Bader Ginsburg,0,judge,David H. Souter,1
1999_99_161,1,judge,Ruth Bader Ginsburg,1,lawyer,Christine A. Hogan,3
1999_99_161,1,judge,Ruth Bader Ginsburg,0,lawyer,Paul A. Strandness,1
1999_99_161,1,lawyer,Christine A. Hogan,1,judge,Ruth Bader Ginsburg,2
1999_99_161,1,lawyer,Christine A. Hogan,0,judge,Stephen G. Breyer,1
1999_99_161,1,lawyer,Christine A. Hogan,0,judge,David H. Souter,1
1999_99_161,1,lawyer,Christine A. Hogan,0,judge,William H. Rehnquist,2
1999_99_161,1,lawyer,Christine A. Hogan,0,judge,Antonin Scalia,1
1999_99_161,0,lawyer,Paul A. Strandness,0,judge,Stephen G. Breyer,1
1999_99_161,0,lawyer,Paul A. Strandness,0,judge,John Paul Stevens,1
1999_99_161,0,judge,Stephen G. Breyer,0,lawyer,Paul A. Strandness,5
1999_99_161,0,judge,Stephen G. Breyer,1,lawyer,Christine A. Hogan,5
1999_99_161,0,judge,John Paul Stevens,0,lawyer,Paul A. Strandness,1
1999_99_161,0,judge,John Paul Stevens,1,lawyer,Christine A. Hogan,5
1999_99_161,0,judge,William H. Rehnquist,0,lawyer,Paul A. Strandness,4
1999_99_161,0,judge,William H. Rehnquist,1,lawyer,Christine A. Hogan,2
1999_99_161,0,judge,Anthony M. Kennedy,0,judge,David H. Souter,1
1999_99_161,0,judge,David H. Souter,0,lawyer,Paul A. Strandness,9
1999_99_161,0,judge,David H. Souter,1,lawyer,Christine A. Hogan,2
1999_99_161,0,judge,David H. Souter,-1,,,1
1999_99_161,0,judge,Antonin Scalia,0,lawyer,Paul A. Strandness,2
1999_99_161,0,judge,Antonin Scalia,1,lawyer,Christine A. Hogan,10
1999_99_161,-1,,,0,judge,David H. Souter,1
1999_99_161,-1,,,1,lawyer,Christine A. Hogan,2
1999_99_161,-1,,,0,lawyer,Paul A. Strandness,1
1999_99_166,1,judge,Ruth Bader Ginsburg,,lawyer,Ronald J. Mann,4
1999_99_166,0,judge,Stephen G. Breyer,0,lawyer,"John W. Nields, Jr.",1
1999_99_166,0,judge,Anthony M. Kennedy,,lawyer,Michael R. Dreeben,2
1999_99_166,0,judge,Anthony M. Kennedy,0,lawyer,"John W. Nields, Jr.",3
1999_99_166,0,judge,John Paul Stevens,,lawyer,Ronald J. Mann,6
1999_99_166,0,judge,William H. Rehnquist,,lawyer,Ronald J. Mann,1
1999_99_166,0,judge,William H. Rehnquist,0,lawyer,"John W. Nields, Jr.",5
1999_99_166,0,judge,William H. Rehnquist,0,judge,Stephen G. Breyer,1
1999_99_166,,lawyer,Ronald J. Mann,0,judge,John Paul Stevens,1
1999_99_166,,lawyer,Ronald J. Mann,0,judge,Antonin Scalia,1
1999_99_166,0,judge,David H. Souter,,lawyer,Ronald J. Mann,2
1999_99_166,0,judge,David H. Souter,0,lawyer,"John W. Nields, Jr.",2
1999_99_166,0,lawyer,"John W. Nields, Jr.",0,judge,Anthony M. Kennedy,1
1999_99_166,0,lawyer,"John W. Nields, Jr.",0,judge,David H. Souter,2
1999_99_166,0,lawyer,"John W. Nields, Jr.",0,judge,William H. Rehnquist,2
1999_99_166,0,lawyer,"John W. Nields, Jr.",0,judge,Antonin Scalia,2
1999_99_166,0,judge,Antonin Scalia,,lawyer,Ronald J. Mann,7
1999_99_166,0,judge,Antonin Scalia,,lawyer,Michael R. Dreeben,1
1999_99_166,0,judge,Antonin Scalia,0,lawyer,"John W. Nields, Jr.",2
1999_99_166,-1,,,,lawyer,Ronald J. Mann,3
1999_99_166,-1,,,,lawyer,Michael R. Dreeben,2
1999_99_166,-1,,,0,lawyer,"John W. Nields, Jr.",2
1999_99_312,1,judge,Ruth Bader Ginsburg,,lawyer,Patricia A. Millett,1
1999_99_312,1,judge,Ruth Bader Ginsburg,0,judge,David H. Souter,1
1999_99_312,1,judge,Ruth Bader Ginsburg,,lawyer,Carter G. Phillips,3
1999_99_312,0,judge,Anthony M. Kennedy,0,lawyer,Thomas C. Goldstein,3
1999_99_312,0,judge,Stephen G. Breyer,0,lawyer,Thomas C. Goldstein,5
1999_99_312,0,judge,Stephen G. Breyer,,lawyer,Patricia A. Millett,3
1999_99_312,0,judge,Stephen G. Breyer,,lawyer,Carter G. Phillips,5
1999_99_312,0,judge,Stephen G. Breyer,,lawyer,Gregory S. Coleman,2
1999_99_312,,lawyer,Carter G. Phillips,1,judge,Ruth Bader Ginsburg,3
1999_99_312,,lawyer,Carter G. Phillips,0,judge,Stephen G. Breyer,2
1999_99_312,,lawyer,Carter G. Phillips,0,judge,William H. Rehnquist,1
1999_99_312,,lawyer,Carter G. Phillips,0,judge,Antonin Scalia,1
1999_99_312,0,judge,John Paul Stevens,,lawyer,Carter G. Phillips,1
1999_99_312,0,judge,John Paul Stevens,,lawyer,Gregory S. Coleman,2
1999_99_312,0,judge,William H. Rehnquist,0,lawyer,Thomas C. Goldstein,6
1999_99_312,0,judge,William H. Rehnquist,,lawyer,Carter G. Phillips,1
1999_99_312,0,judge,William H. Rehnquist,0,judge,Antonin Scalia,2
1999_99_312,0,judge,William H. Rehnquist,-1,,,1
1999_99_312,0,lawyer,Thomas C. Goldstein,0,judge,Stephen G. Breyer,1
1999_99_312,0,lawyer,Thomas C. Goldstein,0,judge,William H. Rehnquist,1
1999_99_312,0,lawyer,Thomas C. Goldstein,0,judge,Antonin Scalia,2
1999_99_312,0,judge,Antonin Scalia,0,lawyer,Thomas C. Goldstein,3
1999_99_312,0,judge,Antonin Scalia,,lawyer,Patricia A. Millett,1
1999_99_312,0,judge,Antonin Scalia,0,judge,David H. Souter,1
1999_99_312,0,judge,Antonin Scalia,,lawyer,Gregory S. Coleman,2
1999_99_312,0,judge,Antonin Scalia,,lawyer,Carter G. Phillips,3
1999_99_312,,lawyer,Patricia A. Millett,1,judge,Ruth Bader Ginsburg,1
1999_99_312,,lawyer,Patricia A. Millett,0,judge,Stephen G. Breyer,1
1999_99_312,,lawyer,Patricia A. Millett,0,judge,David H. Souter,2
1999_99_312,,lawyer,Patricia A. Millett,0,judge,Antonin Scalia,1
1999_99_312,0,judge,David H. Souter,,lawyer,Patricia A. Millett,5
1999_99_312,-1,,,0,lawyer,Thomas C. Goldstein,2
1999_99_312,-1,,,,lawyer,Carter G. Phillips,2
1999_99_312,-1,,,,lawyer,Gregory S. Coleman,2
1999_99_387,1,judge,Ruth Bader Ginsburg,0,lawyer,A. Benjamin Goldgar,1
1999_99_387,1,judge,Ruth Bader Ginsburg,0,lawyer,Robert Radasevich,2
1999_99_387,0,judge,Stephen G. Breyer,0,lawyer,A. Benjamin Goldgar,5
1999_99_387,0,judge,Stephen G. Breyer,0,lawyer,Robert Radasevich,1
1999_99_387,0,judge,Stephen G. Breyer,0,judge,Antonin Scalia,1
1999_99_387,0,judge,John Paul Stevens,0,lawyer,Robert Radasevich,1
1999_99_387,0,judge,William H. Rehnquist,0,lawyer,Robert Radasevich,2
1999_99_387,0,lawyer,A. Benjamin Goldgar,1,judge,Ruth Bader Ginsburg,2
1999_99_387,0,lawyer,A. Benjamin Goldgar,0,judge,Stephen G. Breyer,1
1999_99_387,0,lawyer,A. Benjamin Goldgar,0,judge,Antonin Scalia,2
1999_99_387,,lawyer,Lawrence G. Wallace,1,judge,Ruth Bader Ginsburg,1
1999_99_387,0,lawyer,Robert Radasevich,1,judge,Ruth Bader Ginsburg,1
1999_99_387,0,lawyer,Robert Radasevich,0,judge,Antonin Scalia,1
1999_99_387,-1,,,0,judge,Stephen G. Breyer,1
1999_99_387,0,judge,Antonin Scalia,0,lawyer,A. Benjamin Goldgar,8
1999_99_387,0,judge,Antonin Scalia,0,lawyer,Robert Radasevich,3
1999_99_387,-1,,,0,lawyer,A. Benjamin Goldgar,3
1999_99_391,1,judge,Ruth Bader Ginsburg,0,judge,Stephen G. Breyer,1
1999_99_391,1,judge,Ruth Bader Ginsburg,0,lawyer,"Frank Cicero, Jr.",18
1999_99_391,1,judge,Ruth Bader Ginsburg,0,judge,William H. Rehnquist,1
1999_99_391,1,judge,Ruth Bader Ginsburg,0,lawyer,Daniel A. Small,4
1999_99_391,0,lawyer,"Frank Cicero, Jr.",1,judge,Ruth Bader Ginsburg,4
1999_99_391,0,lawyer,"Frank Cicero, Jr.",0,judge,David H. Souter,1
1999_99_391,0,lawyer,"Frank Cicero, Jr.",0,judge,Antonin Scalia,1
1999_99_391,0,judge,Stephen G. Breyer,0,lawyer,"Frank Cicero, Jr.",3
1999_99_391,0,judge,Stephen G. Breyer,0,lawyer,Daniel A. Small,3
1999_99_391,0,judge,John Paul Stevens,0,lawyer,"Frank Cicero, Jr.",1
1999_99_391,0,lawyer,Daniel A. Small,0,judge,Stephen G. Breyer,1
1999_99_391,0,judge,Anthony M. Kennedy,0,judge,William H. Rehnquist,1
1999_99_391,0,judge,Anthony M. Kennedy,0,lawyer,Daniel A. Small,3
1999_99_391,0,judge,David H. Souter,0,lawyer,"Frank Cicero, Jr.",3
1999_99_391,0,judge,William H. Rehnquist,0,lawyer,"Frank Cicero, Jr.",1
1999_99_391,0,judge,William H. Rehnquist,0,lawyer,Daniel A. Small,6
1999_99_391,0,judge,Antonin Scalia,0,lawyer,"Frank Cicero, Jr.",5
1999_99_391,0,judge,Antonin Scalia,0,judge,William H. Rehnquist,1
1999_99_391,0,judge,Antonin Scalia,0,lawyer,Daniel A. Small,1
1999_99_401,1,judge,Ruth Bader Ginsburg,0,lawyer,George Waters,6
1999_99_401,1,judge,Ruth Bader Ginsburg,0,lawyer,Thomas F. Gede,1
1999_99_401,0,judge,Anthony M. Kennedy,0,lawyer,George Waters,5
1999_99_401,0,judge,Anthony M. Kennedy,0,lawyer,Thomas F. Gede,7
1999_99_401,0,judge,Stephen G. Breyer,0,lawyer,George Waters,3
1999_99_401,0,judge,Stephen G. Breyer,0,lawyer,Thomas F. Gede,5
1999_99_401,0,lawyer,George Waters,0,judge,Anthony M. Kennedy,4
1999_99_401,0,lawyer,George Waters,1,judge,Ruth Bader Ginsburg,2
1999_99_401,0,lawyer,George Waters,0,judge,David H. Souter,1
1999_99_401,0,lawyer,George Waters,-1,,,1
1999_99_401,0,judge,John Paul Stevens,0,lawyer,George Waters,1
1999_99_401,0,judge,John Paul Stevens,0,lawyer,Thomas F. Gede,3
1999_99_401,0,judge,William H. Rehnquist,0,lawyer,Thomas F. Gede,1
1999_99_401,0,lawyer,Thomas F. Gede,1,judge,Ruth Bader Ginsburg,1
1999_99_401,0,lawyer,Thomas F. Gede,0,judge,Anthony M. Kennedy,1
1999_99_401,0,lawyer,Thomas F. Gede,0,judge,Stephen G. Breyer,2
1999_99_401,0,lawyer,Thomas F. Gede,0,judge,John Paul Stevens,2
1999_99_401,0,lawyer,Thomas F. Gede,0,judge,David H. Souter,1
1999_99_401,0,lawyer,Thomas F. Gede,0,judge,Antonin Scalia,2
1999_99_401,0,judge,David H. Souter,0,lawyer,George Waters,3
1999_99_401,0,judge,David H. Souter,0,lawyer,Thomas F. Gede,3
1999_99_401,-1,,,0,judge,Stephen G. Breyer,1
1999_99_401,-1,,,0,judge,Antonin Scalia,1
1999_99_401,0,judge,Antonin Scalia,0,lawyer,Thomas F. Gede,15
1999_99_401,-1,,,0,lawyer,George Waters,1
1999_99_401,-1,,,0,lawyer,Thomas F. Gede,4
1999_99_409,1,judge,Ruth Bader Ginsburg,0,lawyer,"G. Eric Brunstad, Jr.",7
1999_99_409,0,judge,Anthony M. Kennedy,0,lawyer,"G. Eric Brunstad, Jr.",8
1999_99_409,0,judge,Anthony M. Kennedy,0,judge,David H. Souter,1
1999_99_409,0,judge,Anthony M. Kennedy,0,lawyer,Robert H. Brownlee,5
1999_99_409,0,judge,Stephen G. Breyer,0,lawyer,"G. Eric Brunstad, Jr.",1
1999_99_409,0,judge,Stephen G. Breyer,0,lawyer,Robert H. Brownlee,13
1999_99_409,0,judge,John Paul Stevens,0,lawyer,Robert H. Brownlee,6
1999_99_409,0,judge,William H. Rehnquist,0,lawyer,"G. Eric Brunstad, Jr.",4
1999_99_409,0,judge,William H. Rehnquist,0,judge,Antonin Scalia,2
1999_99_409,0,judge,William H. Rehnquist,0,lawyer,Robert H. Brownlee,3
1999_99_409,0,lawyer,"G. Eric Brunstad, Jr.",1,judge,Ruth Bader Ginsburg,1
1999_99_409,0,lawyer,"G. Eric Brunstad, Jr.",0,judge,Anthony M. Kennedy,1
1999_99_409,0,lawyer,"G. Eric Brunstad, Jr.",0,judge,Stephen G. Breyer,3
1999_99_409,0,lawyer,"G. Eric Brunstad, Jr.",0,judge,William H. Rehnquist,1
1999_99_409,0,lawyer,"G. Eric Brunstad, Jr.",0,judge,Antonin Scalia,4
1999_99_409,0,lawyer,"G. Eric Brunstad, Jr.",-1,,,4
1999_99_409,0,lawyer,Robert H. Brownlee,0,judge,Anthony M. Kennedy,2
1999_99_409,0,lawyer,Robert H. Brownlee,0,judge,Stephen G. Breyer,6
1999_99_409,0,lawyer,Robert H. Brownlee,0,judge,John Paul Stevens,4
1999_99_409,0,lawyer,Robert H. Brownlee,0,judge,David H. Souter,3
1999_99_409,0,lawyer,Robert H. Brownlee,0,judge,William H. Rehnquist,2
1999_99_409,0,lawyer,Robert H. Brownlee,-1,,,5
1999_99_409,0,judge,David H. Souter,0,judge,Anthony M. Kennedy,1
1999_99_409,0,judge,David H. Souter,0,lawyer,Robert H. Brownlee,9
1999_99_409,-1,,,0,judge,Anthony M. Kennedy,1
1999_99_409,0,judge,Antonin Scalia,0,lawyer,"G. Eric Brunstad, Jr.",1
1999_99_409,0,judge,Antonin Scalia,0,lawyer,Robert H. Brownlee,1
1999_99_409,-1,,,0,lawyer,"G. Eric Brunstad, Jr.",7
1999_99_409,-1,,,0,judge,Anthony M. Kennedy,1
1999_99_409,-1,,,0,lawyer,Robert H. Brownlee,3
1999_99_474,1,judge,Ruth Bader Ginsburg,,lawyer,Thomas A. Barnico,3
1999_99_474,0,judge,Anthony M. Kennedy,1,judge,Ruth Bader Ginsburg,1
1999_99_474,0,judge,Anthony M. Kennedy,,lawyer,Thomas A. Barnico,1
1999_99_474,0,judge,Anthony M. Kennedy,,lawyer,Timothy B. Dyk,4
1999_99_474,0,judge,Stephen G. Breyer,,lawyer,Thomas A. Barnico,2
1999_99_474,0,judge,Stephen G. Breyer,0,judge,John Paul Stevens,1
1999_99_474,0,judge,John Paul Stevens,,lawyer,Thomas A. Barnico,2
1999_99_474,0,judge,John Paul Stevens,,lawyer,Seth P. Waxman,2
1999_99_474,0,judge,John Paul Stevens,,lawyer,Timothy B. Dyk,4
1999_99_474,,lawyer,Timothy B. Dyk,0,judge,John Paul Stevens,1
1999_99_474,,lawyer,Timothy B. Dyk,0,judge,Antonin Scalia,3
1999_99_474,,lawyer,Timothy B. Dyk,0,judge,William H. Rehnquist,2
1999_99_474,0,judge,William H. Rehnquist,,lawyer,Thomas A. Barnico,5
1999_99_474,0,judge,William H. Rehnquist,0,judge,David H. Souter,1
1999_99_474,0,judge,William H. Rehnquist,,lawyer,Timothy B. Dyk,2
1999_99_474,0,judge,David H. Souter,,lawyer,Thomas A. Barnico,1
1999_99_474,0,judge,David H. Souter,0,judge,Anthony M. Kennedy,1
1999_99_474,0,judge,David H. Souter,,lawyer,Timothy B. Dyk,4
1999_99_474,0,judge,David H. Souter,0,judge,John Paul Stevens,1
1999_99_474,0,judge,Antonin Scalia,,lawyer,Thomas A. Barnico,1
1999_99_474,0,judge,Antonin Scalia,,lawyer,Timothy B. Dyk,8
1999_99_474,0,judge,Antonin Scalia,-1,,,1
1999_99_474,-1,,,,lawyer,Thomas A. Barnico,2
1999_99_474,-1,,,0,judge,David H. Souter,1
1999_99_474,-1,,,,lawyer,Seth P. Waxman,1
1999_99_474,-1,,,0,judge,Antonin Scalia,1
1999_99_474,-1,,,,lawyer,Timothy B. Dyk,4
1999_99_478,1,judge,Ruth Bader Ginsburg,1,lawyer,Lisa S. Gochman,1
1999_99_478,1,judge,Ruth Bader Ginsburg,-1,,,3
1999_99_478,0,judge,Anthony M. Kennedy,-1,,,1
1999_99_478,0,judge,Anthony M. Kennedy,0,judge,John Paul Stevens,1
1999_99_478,0,judge,Stephen G. Breyer,-1,,,2
1999_99_478,0,judge,Stephen G. Breyer,0,judge,William H. Rehnquist,1
1999_99_478,1,lawyer,Lisa S. Gochman,0,judge,Antonin Scalia,7
1999_99_478,1,lawyer,Lisa S. Gochman,-1,,,1
1999_99_478,0,judge,John Paul Stevens,1,judge,Ruth Bader Ginsburg,1
1999_99_478,0,judge,John Paul Stevens,1,lawyer,Lisa S. Gochman,4
1999_99_478,0,judge,John Paul Stevens,,lawyer,Edward C. DuMont,1
1999_99_478,-1,,,1,judge,Ruth Bader Ginsburg,1
1999_99_478,-1,,,0,judge,David H. Souter,2
1999_99_478,-1,,,0,judge,William H. Rehnquist,1
1999_99_478,-1,,,0,judge,Antonin Scalia,3
1999_99_478,0,judge,William H. Rehnquist,0,judge,Anthony M. Kennedy,1
1999_99_478,0,judge,William H. Rehnquist,1,lawyer,Lisa S. Gochman,1
1999_99_478,0,judge,William H. Rehnquist,0,judge,Antonin Scalia,1
1999_99_478,0,judge,William H. Rehnquist,-1,,,2
1999_99_478,,lawyer,Edward C. DuMont,0,judge,Antonin Scalia,2
1999_99_478,0,judge,David H. Souter,1,lawyer,Lisa S. Gochman,3
1999_99_478,0,judge,David H. Souter,,lawyer,Edward C. DuMont,3
1999_99_478,0,judge,David H. Souter,-1,,,1
1999_99_478,-1,,,0,judge,Antonin Scalia,1
1999_99_478,0,judge,Antonin Scalia,0,judge,David H. Souter,1
1999_99_478,0,judge,Antonin Scalia,1,lawyer,Lisa S. Gochman,18
1999_99_478,0,judge,Antonin Scalia,,lawyer,Edward C. DuMont,4
1999_99_478,0,judge,Antonin Scalia,-1,,,8
1999_99_478,-1,,,1,lawyer,Lisa S. Gochman,1
1999_99_478,-1,,,-1,,,4
1999_99_5,1,judge,Ruth Bader Ginsburg,0,lawyer,Michael E. Rosman,1
1999_99_5,0,judge,Stephen G. Breyer,0,judge,Anthony M. Kennedy,1
1999_99_5,0,judge,Stephen G. Breyer,0,lawyer,Michael E. Rosman,3
1999_99_5,0,judge,Anthony M. Kennedy,0,lawyer,Michael E. Rosman,3
1999_99_5,0,lawyer,Michael E. Rosman,0,judge,Anthony M. Kennedy,1
1999_99_5,0,lawyer,Michael E. Rosman,0,judge,David H. Souter,2
1999_99_5,1,lawyer,Julie Goldscheid,0,judge,Antonin Scalia,1
1999_99_5,0,judge,John Paul Stevens,0,lawyer,Michael E. Rosman,4
1999_99_5,0,judge,William H. Rehnquist,1,lawyer,Julie Goldscheid,1
1999_99_5,0,judge,David H. Souter,1,lawyer,Julie Goldscheid,1
1999_99_5,0,judge,David H. Souter,0,lawyer,Michael E. Rosman,7
1999_99_5,,lawyer,Seth P. Waxman,1,judge,Ruth Bader Ginsburg,1
