Year,TextGrid,TierNumber,TierName,useable,
2006,2006_05_9264.TextGrid,6,craig l crawford,1,
2006,2006_05_9264.TextGrid,7,samuel a alito jr,1,
2006,2006_05_9264.TextGrid,8,ruth bader ginsburg,1,
2006,2006_05_9264.TextGrid,9,jonathan l marcus,1,
2006,2006_05_9264.TextGrid,10,stephen g breyer,1,
2006,2006_06_102.TextGrid,1,antonin scalia,1,
2006,2006_06_102.TextGrid,2,john g roberts jr,1,
2006,2006_06_102.TextGrid,3,douglas hallward driemeier,1,
2006,2006_06_102.TextGrid,4,john paul stevens,1,
2006,2006_06_102.TextGrid,5,anthony kennedy,1,
2006,2006_06_102.TextGrid,6,gregory andrew castanias,1,
2006,2006_06_102.TextGrid,7,ruth bader ginsburg,1,
2006,2006_06_102.TextGrid,8,ann michele g higgins,1,
2006,2006_06_134.TextGrid,1,john jp howley,1,
2006,2006_06_134.TextGrid,2,david h souter,1,
2006,2006_06_134.TextGrid,3,michael a cardozo,1,
2006,2006_06_134.TextGrid,4,sri srinivasan,1,
2006,2006_06_134.TextGrid,5,antonin scalia,1,
2006,2006_06_134.TextGrid,6,john g roberts jr,1,
2006,2006_06_134.TextGrid,7,john paul stevens,1,
2006,2006_06_134.TextGrid,8,anthony kennedy,1,
2006,2006_06_134.TextGrid,9,ruth bader ginsburg,1,
2006,2006_06_134.TextGrid,10,stephen g breyer,1,
2006,2006_06_157.TextGrid,1,david h souter,1,
2006,2006_06_157.TextGrid,2,paul d clement,1,
2006,2006_06_157.TextGrid,3,antonin scalia,1,
2006,2006_06_157.TextGrid,4,john g roberts jr,1,
2006,2006_06_157.TextGrid,5,john paul stevens,1,
2006,2006_06_157.TextGrid,6,anthony kennedy,1,
2006,2006_06_157.TextGrid,7,samuel a alito jr,1,
2006,2006_06_157.TextGrid,8,andrew j pincus,1,
2006,2006_06_157.TextGrid,9,ruth bader ginsburg,1,
2006,2006_06_157.TextGrid,10,stephen g breyer,1,
2006,2006_06_278.TextGrid,1,douglas k mertz,1,
2006,2006_06_278.TextGrid,2,david h souter,1,
2006,2006_06_278.TextGrid,3,antonin scalia,1,
2006,2006_06_278.TextGrid,4,john g roberts jr,1,
2006,2006_06_278.TextGrid,5,john paul stevens,1,
2006,2006_06_278.TextGrid,6,anthony kennedy,1,
2006,2006_06_278.TextGrid,7,kenneth w starr,1,
2006,2006_06_278.TextGrid,8,samuel a alito jr,1,
2006,2006_06_278.TextGrid,9,ruth bader ginsburg,1,
2006,2006_06_278.TextGrid,10,stephen g breyer,1,
2006,2006_06_278.TextGrid,11,edwin s kneedler,1,
2006,2006_06_313.TextGrid,1,andrea k spillars,1,
2006,2006_06_313.TextGrid,2,david h souter,1,
2006,2006_06_313.TextGrid,3,antonin scalia,1,
2006,2006_06_313.TextGrid,4,john g roberts jr,1,
2006,2006_06_313.TextGrid,5,john paul stevens,1,
2006,2006_06_313.TextGrid,6,anthony kennedy,1,
2006,2006_06_313.TextGrid,7,john h blume,1,
2006,2006_06_313.TextGrid,8,samuel a alito jr,1,
2006,2006_06_313.TextGrid,9,ruth bader ginsburg,1,
2006,2006_06_313.TextGrid,10,stephen g breyer,1,
2006,2006_06_484.TextGrid,1,arthur r miller,1,
2006,2006_06_484.TextGrid,2,david h souter,1,
2006,2006_06_484.TextGrid,3,antonin scalia,1,
2006,2006_06_484.TextGrid,4,john g roberts jr,1,
2006,2006_06_484.TextGrid,5,carter g phillips,1,
2006,2006_06_484.TextGrid,6,john paul stevens,1,
2006,2006_06_484.TextGrid,7,anthony kennedy,1,
2006,2006_06_484.TextGrid,8,samuel a alito jr,1,
